Fold 3 | Epoch 000 | Train Loss: 1.5597 | Val Loss: 1.4630 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.000500
Fold 3 | Epoch 001 | Train Loss: 1.4944 | Val Loss: 1.4081 | Val Acc: 0.4194 | Val F1: 0.2637 | LR: 0.000500
Fold 3 | Epoch 002 | Train Loss: 1.4659 | Val Loss: 1.3986 | Val Acc: 0.4484 | Val F1: 0.2974 | LR: 0.000500
Fold 3 | Epoch 003 | Train Loss: 1.4263 | Val Loss: 1.3387 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 004 | Train Loss: 1.3892 | Val Loss: 1.3447 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 005 | Train Loss: 1.3807 | Val Loss: 1.3169 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 006 | Train Loss: 1.3500 | Val Loss: 1.3411 | Val Acc: 0.4000 | Val F1: 0.3176 | LR: 0.000500
Fold 3 | Epoch 007 | Train Loss: 1.3540 | Val Loss: 1.3267 | Val Acc: 0.4177 | Val F1: 0.3830 | LR: 0.000500
Fold 3 | Epoch 008 | Train Loss: 1.3362 | Val Loss: 1.3189 | Val Acc: 0.4806 | Val F1: 0.4300 | LR: 0.000500
Fold 3 | Epoch 009 | Train Loss: 1.3370 | Val Loss: 1.3284 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 010 | Train Loss: 1.3362 | Val Loss: 1.3342 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 011 | Train Loss: 1.3364 | Val Loss: 1.3340 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 012 | Train Loss: 1.3365 | Val Loss: 1.3246 | Val Acc: 0.4694 | Val F1: 0.3437 | LR: 0.000500
Fold 3 | Epoch 013 | Train Loss: 1.3303 | Val Loss: 1.3268 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 014 | Train Loss: 1.3202 | Val Loss: 1.3406 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 015 | Train Loss: 1.3283 | Val Loss: 1.3430 | Val Acc: 0.4581 | Val F1: 0.3510 | LR: 0.000500
Fold 3 | Epoch 016 | Train Loss: 1.3233 | Val Loss: 1.3284 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 017 | Train Loss: 1.3213 | Val Loss: 1.3231 | Val Acc: 0.4677 | Val F1: 0.3403 | LR: 0.000500
Fold 3 | Epoch 018 | Train Loss: 1.3041 | Val Loss: 1.3535 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 019 | Train Loss: 1.3106 | Val Loss: 1.3398 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000400
Fold 3 | Epoch 020 | Train Loss: 1.3170 | Val Loss: 1.3491 | Val Acc: 0.4645 | Val F1: 0.3594 | LR: 0.000400
Fold 3 | Epoch 021 | Train Loss: 1.3083 | Val Loss: 1.3635 | Val Acc: 0.4194 | Val F1: 0.3703 | LR: 0.000400
Fold 3 | Epoch 022 | Train Loss: 1.3138 | Val Loss: 1.3514 | Val Acc: 0.4194 | Val F1: 0.3686 | LR: 0.000400
Fold 3 | Epoch 023 | Train Loss: 1.3078 | Val Loss: 1.3516 | Val Acc: 0.4726 | Val F1: 0.3407 | LR: 0.000400
Fold 3 | Epoch 024 | Train Loss: 1.3105 | Val Loss: 1.3618 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000400
Fold 3 | Epoch 025 | Train Loss: 1.3061 | Val Loss: 1.3542 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000400
Fold 3 | Epoch 026 | Train Loss: 1.3091 | Val Loss: 1.3557 | Val Acc: 0.4661 | Val F1: 0.3234 | LR: 0.000400
Fold 3 | Epoch 027 | Train Loss: 1.3084 | Val Loss: 1.3512 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000400
Fold 3 | Epoch 028 | Train Loss: 1.3002 | Val Loss: 1.3652 | Val Acc: 0.4323 | Val F1: 0.3638 | LR: 0.000400
