Fold 3 | Epoch 000 | Train Loss: 1.5543 | Val Loss: 1.4524 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.001000
Fold 3 | Epoch 001 | Train Loss: 1.4795 | Val Loss: 1.3945 | Val Acc: 0.3919 | Val F1: 0.3139 | LR: 0.001000
Fold 3 | Epoch 002 | Train Loss: 1.4261 | Val Loss: 1.3338 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 003 | Train Loss: 1.3784 | Val Loss: 1.3439 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 004 | Train Loss: 1.3568 | Val Loss: 1.3234 | Val Acc: 0.4484 | Val F1: 0.3688 | LR: 0.001000
Fold 3 | Epoch 005 | Train Loss: 1.3432 | Val Loss: 1.3384 | Val Acc: 0.4274 | Val F1: 0.3718 | LR: 0.001000
Fold 3 | Epoch 006 | Train Loss: 1.3443 | Val Loss: 1.3397 | Val Acc: 0.4581 | Val F1: 0.3703 | LR: 0.001000
Fold 3 | Epoch 007 | Train Loss: 1.3357 | Val Loss: 1.3390 | Val Acc: 0.4226 | Val F1: 0.3734 | LR: 0.001000
Fold 3 | Epoch 008 | Train Loss: 1.3275 | Val Loss: 1.3396 | Val Acc: 0.4081 | Val F1: 0.3829 | LR: 0.001000
Fold 3 | Epoch 009 | Train Loss: 1.3383 | Val Loss: 1.3369 | Val Acc: 0.4032 | Val F1: 0.3489 | LR: 0.001000
Fold 3 | Epoch 010 | Train Loss: 1.3228 | Val Loss: 1.3440 | Val Acc: 0.4484 | Val F1: 0.3781 | LR: 0.001000
Fold 3 | Epoch 011 | Train Loss: 1.3218 | Val Loss: 1.3510 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 012 | Train Loss: 1.3329 | Val Loss: 1.3541 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 013 | Train Loss: 1.3258 | Val Loss: 1.3396 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 014 | Train Loss: 1.3200 | Val Loss: 1.3282 | Val Acc: 0.4806 | Val F1: 0.3876 | LR: 0.001000
Fold 3 | Epoch 015 | Train Loss: 1.3128 | Val Loss: 1.3391 | Val Acc: 0.4839 | Val F1: 0.3987 | LR: 0.001000
Fold 3 | Epoch 016 | Train Loss: 1.3095 | Val Loss: 1.3340 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 017 | Train Loss: 1.3170 | Val Loss: 1.3371 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 018 | Train Loss: 1.3154 | Val Loss: 1.3549 | Val Acc: 0.4258 | Val F1: 0.3748 | LR: 0.001000
Fold 3 | Epoch 019 | Train Loss: 1.3148 | Val Loss: 1.3531 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 020 | Train Loss: 1.2996 | Val Loss: 1.3608 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 021 | Train Loss: 1.3024 | Val Loss: 1.3654 | Val Acc: 0.4065 | Val F1: 0.3546 | LR: 0.000800
Fold 3 | Epoch 022 | Train Loss: 1.3017 | Val Loss: 1.3489 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 023 | Train Loss: 1.3064 | Val Loss: 1.3752 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 024 | Train Loss: 1.3077 | Val Loss: 1.3783 | Val Acc: 0.4290 | Val F1: 0.4002 | LR: 0.000800
Fold 3 | Epoch 025 | Train Loss: 1.3028 | Val Loss: 1.3629 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 026 | Train Loss: 1.3007 | Val Loss: 1.3752 | Val Acc: 0.4403 | Val F1: 0.3467 | LR: 0.000800
Fold 3 | Epoch 027 | Train Loss: 1.3036 | Val Loss: 1.3664 | Val Acc: 0.4694 | Val F1: 0.3430 | LR: 0.000800
Fold 3 | Epoch 028 | Train Loss: 1.2985 | Val Loss: 1.3733 | Val Acc: 0.4839 | Val F1: 0.3987 | LR: 0.000800
Fold 3 | Epoch 029 | Train Loss: 1.2955 | Val Loss: 1.3754 | Val Acc: 0.4226 | Val F1: 0.3837 | LR: 0.000800
Fold 3 | Epoch 030 | Train Loss: 1.3143 | Val Loss: 1.3799 | Val Acc: 0.4823 | Val F1: 0.4043 | LR: 0.000800
Fold 3 | Epoch 031 | Train Loss: 1.3007 | Val Loss: 1.3619 | Val Acc: 0.4710 | Val F1: 0.4115 | LR: 0.000800
Fold 3 | Epoch 032 | Train Loss: 1.3070 | Val Loss: 1.3673 | Val Acc: 0.4258 | Val F1: 0.3675 | LR: 0.000800
Fold 3 | Epoch 033 | Train Loss: 1.2946 | Val Loss: 1.3746 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 034 | Train Loss: 1.3037 | Val Loss: 1.3826 | Val Acc: 0.4548 | Val F1: 0.3449 | LR: 0.000800
Fold 3 | Epoch 035 | Train Loss: 1.3009 | Val Loss: 1.4085 | Val Acc: 0.4339 | Val F1: 0.4037 | LR: 0.000800
