epoch,train_loss,val_loss,val_acc,val_f1
0,1.6747794588406881,1.4626570105552674,0.36276083467094705,0.1931306210497857
1,1.5264060378074646,1.473038947582245,0.36276083467094705,0.1931306210497857
2,1.5018149415651958,1.476601493358612,0.39325842696629215,0.22200072490032616
3,1.502007782459259,1.4526069521903993,0.39325842696629215,0.22200072490032616
4,1.489803926150004,1.4235414862632751,0.37881219903691815,0.3136621759000553
5,1.4548397223154703,1.3937459707260131,0.41091492776886035,0.30102807823414596
6,1.4139216860135397,1.3733144998550415,0.4317817014446228,0.2833755699020073
7,1.3880964795748392,1.3574702739715576,0.4317817014446228,0.2833755699020073
8,1.3536579211552937,1.3485480070114135,0.4317817014446228,0.2833755699020073
9,1.3565470178922017,1.3540849208831787,0.4317817014446228,0.2833755699020073
10,1.3518574833869934,1.344128465652466,0.42696629213483145,0.3964218328512391
11,1.3409775098164876,1.3443960547447205,0.42215088282504015,0.3851858762544561
12,1.337853225072225,1.3372146487236023,0.43659711075441415,0.3382586804972736
13,1.3324941039085387,1.3437076330184936,0.4317817014446228,0.2833755699020073
14,1.3393171747525534,1.3449050188064575,0.4317817014446228,0.2833755699020073
15,1.3271255095799763,1.3325429201126098,0.43820224719101125,0.39947715041952997
16,1.3376109719276428,1.3446331024169922,0.4317817014446228,0.2833755699020073
17,1.3412258942921957,1.325191283226013,0.42215088282504015,0.39227101521643437
18,1.3183777610460916,1.328464436531067,0.4333868378812199,0.3565742753446673
19,1.3203288435935974,1.3220245718955994,0.4317817014446228,0.2833755699020073
20,1.317124573389689,1.323141098022461,0.43820224719101125,0.36851581472772493
21,1.3139039874076843,1.3409226417541504,0.4317817014446228,0.2833755699020073
22,1.3081272840499878,1.3378636598587037,0.43659711075441415,0.328774688588752
23,1.311246927579244,1.33577241897583,0.4317817014446228,0.2833755699020073
24,1.3141826470692952,1.328104519844055,0.42215088282504015,0.38982128468244454
25,1.3131111900011698,1.3270658373832702,0.4317817014446228,0.2833755699020073
26,1.3176750222841898,1.3339317321777344,0.4317817014446228,0.2833755699020073
27,1.304239288965861,1.333623969554901,0.4317817014446228,0.2833755699020073
28,1.308173116048177,1.3386083960533142,0.4157303370786517,0.38643554654703155
29,1.3057990511258444,1.3337138175964356,0.44301765650080255,0.3814648597768772
30,1.3084371209144592,1.3338371157646178,0.43659711075441415,0.3382586804972736
31,1.2991822481155395,1.3323301792144775,0.4317817014446228,0.2833755699020073
32,1.3087795734405518,1.3271055459976195,0.420545746388443,0.39079606800839767
33,1.3015838225682577,1.3394237756729126,0.42375601926163725,0.39325644591737047
34,1.301033651828766,1.3338902473449707,0.4333868378812199,0.30511161764149836
35,1.308981470266978,1.3316780090332032,0.434991974317817,0.3974709787311778
36,1.3031936367352803,1.3400733947753907,0.42696629213483145,0.28136346928355255
37,1.3049552162488303,1.3283128261566162,0.43659711075441415,0.36858662453514585
38,1.2994726816813151,1.3291585922241211,0.43820224719101125,0.35246853738004735
39,1.304686152935028,1.3446119666099547,0.44141252006420545,0.38707975232955677
40,1.296800720691681,1.3377764225006104,0.43980738362760835,0.3868652103879056
41,1.286601624886195,1.3392633557319642,0.43820224719101125,0.3591399844366685
42,1.2985082268714905,1.3431417107582093,0.44301765650080255,0.3814648597768772
43,1.2919729590415954,1.340700912475586,0.43659711075441415,0.34497581046682657
44,1.2920345187187194,1.3382159233093263,0.42696629213483145,0.39556926228042427
45,1.297207272052765,1.331526279449463,0.4317817014446228,0.29021216915495185
46,1.2965743899345399,1.3508714199066163,0.43980738362760835,0.35146036219841903
47,1.2976587613423665,1.3420997500419616,0.4317817014446228,0.37633535999633816
48,1.303888487815857,1.3358009219169618,0.4317817014446228,0.29021216915495185
49,1.2891729513804118,1.3342158675193787,0.44301765650080255,0.38965564890209964
