Fold 0 | Epoch 000 | Train Loss: 1.5104 | Val Loss: 1.4926 | Val Acc: 0.3702 | Val F1: 0.2000 | LR: 0.001000
Fold 0 | Epoch 001 | Train Loss: 1.4559 | Val Loss: 1.3935 | Val Acc: 0.4103 | Val F1: 0.2646 | LR: 0.001000
Fold 0 | Epoch 002 | Train Loss: 1.3862 | Val Loss: 1.3080 | Val Acc: 0.4391 | Val F1: 0.2952 | LR: 0.001000
Fold 0 | Epoch 003 | Train Loss: 1.3415 | Val Loss: 1.2668 | Val Acc: 0.4279 | Val F1: 0.4030 | LR: 0.001000
Fold 0 | Epoch 004 | Train Loss: 1.3318 | Val Loss: 1.2743 | Val Acc: 0.4359 | Val F1: 0.2996 | LR: 0.001000
Fold 0 | Epoch 005 | Train Loss: 1.3018 | Val Loss: 1.2780 | Val Acc: 0.4343 | Val F1: 0.2942 | LR: 0.001000
Fold 0 | Epoch 006 | Train Loss: 1.3113 | Val Loss: 1.2667 | Val Acc: 0.4423 | Val F1: 0.4102 | LR: 0.001000
Fold 0 | Epoch 007 | Train Loss: 1.3015 | Val Loss: 1.2678 | Val Acc: 0.4583 | Val F1: 0.4101 | LR: 0.001000
Fold 0 | Epoch 008 | Train Loss: 1.3099 | Val Loss: 1.2706 | Val Acc: 0.4359 | Val F1: 0.3698 | LR: 0.001000
Fold 0 | Epoch 009 | Train Loss: 1.3064 | Val Loss: 1.2850 | Val Acc: 0.4327 | Val F1: 0.2962 | LR: 0.001000
Fold 0 | Epoch 010 | Train Loss: 1.2982 | Val Loss: 1.2747 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 011 | Train Loss: 1.2873 | Val Loss: 1.2561 | Val Acc: 0.4295 | Val F1: 0.3965 | LR: 0.001000
Fold 0 | Epoch 012 | Train Loss: 1.2940 | Val Loss: 1.2981 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 013 | Train Loss: 1.2916 | Val Loss: 1.2649 | Val Acc: 0.4487 | Val F1: 0.4134 | LR: 0.001000
Fold 0 | Epoch 014 | Train Loss: 1.2938 | Val Loss: 1.2815 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 015 | Train Loss: 1.2835 | Val Loss: 1.2771 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 016 | Train Loss: 1.2867 | Val Loss: 1.2852 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 017 | Train Loss: 1.2781 | Val Loss: 1.2775 | Val Acc: 0.4599 | Val F1: 0.4055 | LR: 0.001000
Fold 0 | Epoch 018 | Train Loss: 1.2835 | Val Loss: 1.3026 | Val Acc: 0.4311 | Val F1: 0.2875 | LR: 0.001000
Fold 0 | Epoch 019 | Train Loss: 1.2741 | Val Loss: 1.2920 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000800
Fold 0 | Epoch 020 | Train Loss: 1.2639 | Val Loss: 1.2680 | Val Acc: 0.4407 | Val F1: 0.3032 | LR: 0.000800
Fold 0 | Epoch 021 | Train Loss: 1.2680 | Val Loss: 1.2809 | Val Acc: 0.4327 | Val F1: 0.3841 | LR: 0.000800
Fold 0 | Epoch 022 | Train Loss: 1.2751 | Val Loss: 1.2794 | Val Acc: 0.4295 | Val F1: 0.3094 | LR: 0.000800
Fold 0 | Epoch 023 | Train Loss: 1.2694 | Val Loss: 1.2761 | Val Acc: 0.4391 | Val F1: 0.3019 | LR: 0.000800
Fold 0 | Epoch 024 | Train Loss: 1.2706 | Val Loss: 1.2866 | Val Acc: 0.4327 | Val F1: 0.3884 | LR: 0.000800
Fold 0 | Epoch 025 | Train Loss: 1.2690 | Val Loss: 1.2815 | Val Acc: 0.4279 | Val F1: 0.3936 | LR: 0.000800
Fold 0 | Epoch 026 | Train Loss: 1.2650 | Val Loss: 1.2870 | Val Acc: 0.4343 | Val F1: 0.2908 | LR: 0.000800
Fold 0 | Epoch 027 | Train Loss: 1.2563 | Val Loss: 1.2926 | Val Acc: 0.4327 | Val F1: 0.3813 | LR: 0.000800
Fold 0 | Epoch 028 | Train Loss: 1.2641 | Val Loss: 1.2791 | Val Acc: 0.4215 | Val F1: 0.3750 | LR: 0.000800
Fold 0 | Epoch 029 | Train Loss: 1.2626 | Val Loss: 1.2709 | Val Acc: 0.4359 | Val F1: 0.4065 | LR: 0.000800
Fold 0 | Epoch 030 | Train Loss: 1.2672 | Val Loss: 1.2911 | Val Acc: 0.4295 | Val F1: 0.3965 | LR: 0.000800
Fold 0 | Epoch 031 | Train Loss: 1.2683 | Val Loss: 1.2833 | Val Acc: 0.4343 | Val F1: 0.3911 | LR: 0.000800
Fold 0 | Epoch 032 | Train Loss: 1.2617 | Val Loss: 1.2865 | Val Acc: 0.4359 | Val F1: 0.3038 | LR: 0.000800
Fold 0 | Epoch 033 | Train Loss: 1.2627 | Val Loss: 1.2874 | Val Acc: 0.4359 | Val F1: 0.4025 | LR: 0.000800
Fold 0 | Epoch 034 | Train Loss: 1.2607 | Val Loss: 1.2860 | Val Acc: 0.4343 | Val F1: 0.2906 | LR: 0.000800
Fold 0 | Epoch 035 | Train Loss: 1.2564 | Val Loss: 1.2810 | Val Acc: 0.4391 | Val F1: 0.3022 | LR: 0.000800
Fold 0 | Epoch 036 | Train Loss: 1.2562 | Val Loss: 1.3007 | Val Acc: 0.4375 | Val F1: 0.2977 | LR: 0.000800
Fold 0 | Epoch 037 | Train Loss: 1.2588 | Val Loss: 1.2831 | Val Acc: 0.4375 | Val F1: 0.3739 | LR: 0.000800
