Fold 3 | Epoch 000 | Train Loss: 1.5638 | Val Loss: 1.4920 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.000500
Fold 3 | Epoch 001 | Train Loss: 1.5150 | Val Loss: 1.4470 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.000500
Fold 3 | Epoch 002 | Train Loss: 1.4758 | Val Loss: 1.3862 | Val Acc: 0.4565 | Val F1: 0.3088 | LR: 0.000500
Fold 3 | Epoch 003 | Train Loss: 1.4208 | Val Loss: 1.3555 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 004 | Train Loss: 1.3845 | Val Loss: 1.3413 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 005 | Train Loss: 1.3776 | Val Loss: 1.3392 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 006 | Train Loss: 1.3708 | Val Loss: 1.3543 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 007 | Train Loss: 1.3596 | Val Loss: 1.3502 | Val Acc: 0.4145 | Val F1: 0.3706 | LR: 0.000500
Fold 3 | Epoch 008 | Train Loss: 1.3565 | Val Loss: 1.3469 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 009 | Train Loss: 1.3448 | Val Loss: 1.3433 | Val Acc: 0.4161 | Val F1: 0.3877 | LR: 0.000500
Fold 3 | Epoch 010 | Train Loss: 1.3408 | Val Loss: 1.3479 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 011 | Train Loss: 1.3318 | Val Loss: 1.3402 | Val Acc: 0.4452 | Val F1: 0.3621 | LR: 0.000500
Fold 3 | Epoch 012 | Train Loss: 1.3362 | Val Loss: 1.3317 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 013 | Train Loss: 1.3398 | Val Loss: 1.3584 | Val Acc: 0.4129 | Val F1: 0.3869 | LR: 0.000500
Fold 3 | Epoch 014 | Train Loss: 1.3332 | Val Loss: 1.3518 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000500
Fold 3 | Epoch 015 | Train Loss: 1.3264 | Val Loss: 1.3540 | Val Acc: 0.4032 | Val F1: 0.3765 | LR: 0.000500
Fold 3 | Epoch 016 | Train Loss: 1.3284 | Val Loss: 1.3518 | Val Acc: 0.4677 | Val F1: 0.3220 | LR: 0.000500
Fold 3 | Epoch 017 | Train Loss: 1.3225 | Val Loss: 1.3477 | Val Acc: 0.4129 | Val F1: 0.3819 | LR: 0.000500
Fold 3 | Epoch 018 | Train Loss: 1.3242 | Val Loss: 1.3612 | Val Acc: 0.4194 | Val F1: 0.3712 | LR: 0.000500
Fold 3 | Epoch 019 | Train Loss: 1.3299 | Val Loss: 1.3624 | Val Acc: 0.4016 | Val F1: 0.3741 | LR: 0.000400
Fold 3 | Epoch 020 | Train Loss: 1.3159 | Val Loss: 1.3600 | Val Acc: 0.4177 | Val F1: 0.3746 | LR: 0.000400
Fold 3 | Epoch 021 | Train Loss: 1.3181 | Val Loss: 1.3396 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000400
Fold 3 | Epoch 022 | Train Loss: 1.3164 | Val Loss: 1.3671 | Val Acc: 0.4194 | Val F1: 0.3703 | LR: 0.000400
Fold 3 | Epoch 023 | Train Loss: 1.3141 | Val Loss: 1.3586 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000400
