Fold 0 | Epoch 000 | Train Loss: 1.5699 | Val Loss: 1.4666 | Val Acc: 0.3702 | Val F1: 0.2000 | LR: 0.000500
Fold 0 | Epoch 001 | Train Loss: 1.4665 | Val Loss: 1.4329 | Val Acc: 0.3702 | Val F1: 0.2093 | LR: 0.000500
Fold 0 | Epoch 002 | Train Loss: 1.4441 | Val Loss: 1.4713 | Val Acc: 0.3702 | Val F1: 0.2061 | LR: 0.000500
Fold 0 | Epoch 003 | Train Loss: 1.4114 | Val Loss: 1.3557 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000500
Fold 0 | Epoch 004 | Train Loss: 1.3594 | Val Loss: 1.3053 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000500
Fold 0 | Epoch 005 | Train Loss: 1.3282 | Val Loss: 1.2993 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000500
Fold 0 | Epoch 006 | Train Loss: 1.3206 | Val Loss: 1.3244 | Val Acc: 0.4407 | Val F1: 0.4138 | LR: 0.000500
Fold 0 | Epoch 007 | Train Loss: 1.3169 | Val Loss: 1.3012 | Val Acc: 0.4391 | Val F1: 0.2990 | LR: 0.000500
Fold 0 | Epoch 008 | Train Loss: 1.3155 | Val Loss: 1.2651 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000500
Fold 0 | Epoch 009 | Train Loss: 1.3021 | Val Loss: 1.2751 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000500
Fold 0 | Epoch 010 | Train Loss: 1.3033 | Val Loss: 1.2587 | Val Acc: 0.4391 | Val F1: 0.2990 | LR: 0.000500
Fold 0 | Epoch 011 | Train Loss: 1.2935 | Val Loss: 1.2897 | Val Acc: 0.4407 | Val F1: 0.3788 | LR: 0.000500
Fold 0 | Epoch 012 | Train Loss: 1.2883 | Val Loss: 1.2738 | Val Acc: 0.4343 | Val F1: 0.2942 | LR: 0.000500
Fold 0 | Epoch 013 | Train Loss: 1.2902 | Val Loss: 1.2655 | Val Acc: 0.4471 | Val F1: 0.4201 | LR: 0.000500
Fold 0 | Epoch 014 | Train Loss: 1.2873 | Val Loss: 1.2684 | Val Acc: 0.4311 | Val F1: 0.3342 | LR: 0.000500
Fold 0 | Epoch 015 | Train Loss: 1.2894 | Val Loss: 1.2834 | Val Acc: 0.4471 | Val F1: 0.4200 | LR: 0.000500
Fold 0 | Epoch 016 | Train Loss: 1.2746 | Val Loss: 1.3079 | Val Acc: 0.4359 | Val F1: 0.3710 | LR: 0.000500
Fold 0 | Epoch 017 | Train Loss: 1.2835 | Val Loss: 1.2632 | Val Acc: 0.4359 | Val F1: 0.3838 | LR: 0.000500
Fold 0 | Epoch 018 | Train Loss: 1.2799 | Val Loss: 1.2662 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000500
Fold 0 | Epoch 019 | Train Loss: 1.2759 | Val Loss: 1.2732 | Val Acc: 0.4327 | Val F1: 0.3098 | LR: 0.000400
Fold 0 | Epoch 020 | Train Loss: 1.2759 | Val Loss: 1.2808 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000400
Fold 0 | Epoch 021 | Train Loss: 1.2756 | Val Loss: 1.2644 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000400
Fold 0 | Epoch 022 | Train Loss: 1.2732 | Val Loss: 1.2836 | Val Acc: 0.4295 | Val F1: 0.4039 | LR: 0.000400
Fold 0 | Epoch 023 | Train Loss: 1.2612 | Val Loss: 1.2589 | Val Acc: 0.4295 | Val F1: 0.3984 | LR: 0.000400
Fold 0 | Epoch 024 | Train Loss: 1.2688 | Val Loss: 1.2762 | Val Acc: 0.4343 | Val F1: 0.4050 | LR: 0.000400
Fold 0 | Epoch 025 | Train Loss: 1.2495 | Val Loss: 1.2762 | Val Acc: 0.4375 | Val F1: 0.2974 | LR: 0.000400
Fold 0 | Epoch 026 | Train Loss: 1.2607 | Val Loss: 1.2668 | Val Acc: 0.4375 | Val F1: 0.4084 | LR: 0.000400
Fold 0 | Epoch 027 | Train Loss: 1.2607 | Val Loss: 1.2730 | Val Acc: 0.4247 | Val F1: 0.3701 | LR: 0.000400
Fold 0 | Epoch 028 | Train Loss: 1.2545 | Val Loss: 1.2647 | Val Acc: 0.4263 | Val F1: 0.3998 | LR: 0.000400
Fold 0 | Epoch 029 | Train Loss: 1.2598 | Val Loss: 1.2727 | Val Acc: 0.4343 | Val F1: 0.4086 | LR: 0.000400
Fold 0 | Epoch 030 | Train Loss: 1.2570 | Val Loss: 1.2768 | Val Acc: 0.4279 | Val F1: 0.3839 | LR: 0.000400
Fold 0 | Epoch 031 | Train Loss: 1.2565 | Val Loss: 1.3048 | Val Acc: 0.4327 | Val F1: 0.3121 | LR: 0.000400
Fold 0 | Epoch 032 | Train Loss: 1.2645 | Val Loss: 1.2812 | Val Acc: 0.4295 | Val F1: 0.4039 | LR: 0.000400
Fold 0 | Epoch 033 | Train Loss: 1.2583 | Val Loss: 1.2812 | Val Acc: 0.4311 | Val F1: 0.4011 | LR: 0.000400
