Fold 2 | Epoch 000 | Train Loss: 1.6014 | Val Loss: 1.4871 | Val Acc: 0.3933 | Val F1: 0.2220 | LR: 0.000500
Fold 2 | Epoch 001 | Train Loss: 1.5125 | Val Loss: 1.4350 | Val Acc: 0.3917 | Val F1: 0.2535 | LR: 0.000500
Fold 2 | Epoch 002 | Train Loss: 1.4745 | Val Loss: 1.4505 | Val Acc: 0.4302 | Val F1: 0.2816 | LR: 0.000500
Fold 2 | Epoch 003 | Train Loss: 1.4264 | Val Loss: 1.3750 | Val Acc: 0.4414 | Val F1: 0.3796 | LR: 0.000500
Fold 2 | Epoch 004 | Train Loss: 1.3880 | Val Loss: 1.3594 | Val Acc: 0.4350 | Val F1: 0.3983 | LR: 0.000500
Fold 2 | Epoch 005 | Train Loss: 1.3756 | Val Loss: 1.3628 | Val Acc: 0.4318 | Val F1: 0.3915 | LR: 0.000500
Fold 2 | Epoch 006 | Train Loss: 1.3650 | Val Loss: 1.3360 | Val Acc: 0.3965 | Val F1: 0.2501 | LR: 0.000500
Fold 2 | Epoch 007 | Train Loss: 1.3609 | Val Loss: 1.3423 | Val Acc: 0.4061 | Val F1: 0.2688 | LR: 0.000500
Fold 2 | Epoch 008 | Train Loss: 1.3447 | Val Loss: 1.3255 | Val Acc: 0.4382 | Val F1: 0.3685 | LR: 0.000500
Fold 2 | Epoch 009 | Train Loss: 1.3311 | Val Loss: 1.3344 | Val Acc: 0.4334 | Val F1: 0.3566 | LR: 0.000500
Fold 2 | Epoch 010 | Train Loss: 1.3370 | Val Loss: 1.3291 | Val Acc: 0.4350 | Val F1: 0.3940 | LR: 0.000500
Fold 2 | Epoch 011 | Train Loss: 1.3475 | Val Loss: 1.3316 | Val Acc: 0.4302 | Val F1: 0.3059 | LR: 0.000500
Fold 2 | Epoch 012 | Train Loss: 1.3263 | Val Loss: 1.3387 | Val Acc: 0.4205 | Val F1: 0.3898 | LR: 0.000500
Fold 2 | Epoch 013 | Train Loss: 1.3252 | Val Loss: 1.3303 | Val Acc: 0.4318 | Val F1: 0.3947 | LR: 0.000500
Fold 2 | Epoch 014 | Train Loss: 1.3335 | Val Loss: 1.3382 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 015 | Train Loss: 1.3234 | Val Loss: 1.3266 | Val Acc: 0.4173 | Val F1: 0.3854 | LR: 0.000500
Fold 2 | Epoch 016 | Train Loss: 1.3330 | Val Loss: 1.3362 | Val Acc: 0.4302 | Val F1: 0.3944 | LR: 0.000500
Fold 2 | Epoch 017 | Train Loss: 1.3271 | Val Loss: 1.3313 | Val Acc: 0.4366 | Val F1: 0.3383 | LR: 0.000500
Fold 2 | Epoch 018 | Train Loss: 1.3335 | Val Loss: 1.3456 | Val Acc: 0.4366 | Val F1: 0.3383 | LR: 0.000500
Fold 2 | Epoch 019 | Train Loss: 1.3298 | Val Loss: 1.3321 | Val Acc: 0.4302 | Val F1: 0.3961 | LR: 0.000400
Fold 2 | Epoch 020 | Train Loss: 1.3292 | Val Loss: 1.3332 | Val Acc: 0.4350 | Val F1: 0.2930 | LR: 0.000400
Fold 2 | Epoch 021 | Train Loss: 1.3193 | Val Loss: 1.3461 | Val Acc: 0.4350 | Val F1: 0.3803 | LR: 0.000400
Fold 2 | Epoch 022 | Train Loss: 1.3253 | Val Loss: 1.3276 | Val Acc: 0.4398 | Val F1: 0.3931 | LR: 0.000400
Fold 2 | Epoch 023 | Train Loss: 1.3144 | Val Loss: 1.3311 | Val Acc: 0.4366 | Val F1: 0.3929 | LR: 0.000400
