Fold 4 | Epoch 000 | Train Loss: 1.5926 | Val Loss: 1.5028 | Val Acc: 0.3499 | Val F1: 0.1853 | LR: 0.001000
Fold 4 | Epoch 001 | Train Loss: 1.5057 | Val Loss: 1.4886 | Val Acc: 0.3467 | Val F1: 0.1785 | LR: 0.001000
Fold 4 | Epoch 002 | Train Loss: 1.5156 | Val Loss: 1.4945 | Val Acc: 0.3467 | Val F1: 0.1785 | LR: 0.001000
Fold 4 | Epoch 003 | Train Loss: 1.4922 | Val Loss: 1.4581 | Val Acc: 0.3884 | Val F1: 0.2276 | LR: 0.001000
Fold 4 | Epoch 004 | Train Loss: 1.4669 | Val Loss: 1.4404 | Val Acc: 0.3884 | Val F1: 0.2276 | LR: 0.001000
Fold 4 | Epoch 005 | Train Loss: 1.4394 | Val Loss: 1.4195 | Val Acc: 0.3884 | Val F1: 0.2276 | LR: 0.001000
Fold 4 | Epoch 006 | Train Loss: 1.4054 | Val Loss: 1.3539 | Val Acc: 0.4270 | Val F1: 0.3918 | LR: 0.001000
Fold 4 | Epoch 007 | Train Loss: 1.3728 | Val Loss: 1.3213 | Val Acc: 0.4093 | Val F1: 0.2892 | LR: 0.001000
Fold 4 | Epoch 008 | Train Loss: 1.3467 | Val Loss: 1.3047 | Val Acc: 0.4510 | Val F1: 0.3080 | LR: 0.001000
Fold 4 | Epoch 009 | Train Loss: 1.3481 | Val Loss: 1.3184 | Val Acc: 0.4254 | Val F1: 0.3953 | LR: 0.001000
Fold 4 | Epoch 010 | Train Loss: 1.3261 | Val Loss: 1.2953 | Val Acc: 0.4414 | Val F1: 0.3677 | LR: 0.001000
Fold 4 | Epoch 011 | Train Loss: 1.3294 | Val Loss: 1.3099 | Val Acc: 0.4270 | Val F1: 0.4006 | LR: 0.001000
Fold 4 | Epoch 012 | Train Loss: 1.3196 | Val Loss: 1.2993 | Val Acc: 0.4510 | Val F1: 0.3080 | LR: 0.001000
Fold 4 | Epoch 013 | Train Loss: 1.2995 | Val Loss: 1.2950 | Val Acc: 0.4045 | Val F1: 0.3256 | LR: 0.001000
Fold 4 | Epoch 014 | Train Loss: 1.3044 | Val Loss: 1.2954 | Val Acc: 0.4350 | Val F1: 0.3989 | LR: 0.001000
Fold 4 | Epoch 015 | Train Loss: 1.3079 | Val Loss: 1.3017 | Val Acc: 0.4382 | Val F1: 0.4096 | LR: 0.001000
Fold 4 | Epoch 016 | Train Loss: 1.3074 | Val Loss: 1.2939 | Val Acc: 0.4173 | Val F1: 0.3862 | LR: 0.001000
Fold 4 | Epoch 017 | Train Loss: 1.3035 | Val Loss: 1.2858 | Val Acc: 0.4318 | Val F1: 0.3988 | LR: 0.001000
Fold 4 | Epoch 018 | Train Loss: 1.3003 | Val Loss: 1.2923 | Val Acc: 0.4157 | Val F1: 0.3675 | LR: 0.001000
Fold 4 | Epoch 019 | Train Loss: 1.3035 | Val Loss: 1.2902 | Val Acc: 0.4398 | Val F1: 0.4104 | LR: 0.000800
Fold 4 | Epoch 020 | Train Loss: 1.2818 | Val Loss: 1.2910 | Val Acc: 0.4141 | Val F1: 0.3846 | LR: 0.000800
Fold 4 | Epoch 021 | Train Loss: 1.2970 | Val Loss: 1.3014 | Val Acc: 0.4141 | Val F1: 0.3849 | LR: 0.000800
Fold 4 | Epoch 022 | Train Loss: 1.2915 | Val Loss: 1.2835 | Val Acc: 0.4141 | Val F1: 0.3853 | LR: 0.000800
Fold 4 | Epoch 023 | Train Loss: 1.3049 | Val Loss: 1.2948 | Val Acc: 0.4141 | Val F1: 0.3846 | LR: 0.000800
Fold 4 | Epoch 024 | Train Loss: 1.3037 | Val Loss: 1.3021 | Val Acc: 0.4430 | Val F1: 0.4150 | LR: 0.000800
Fold 4 | Epoch 025 | Train Loss: 1.2986 | Val Loss: 1.2958 | Val Acc: 0.4157 | Val F1: 0.3891 | LR: 0.000800
Fold 4 | Epoch 026 | Train Loss: 1.2743 | Val Loss: 1.2831 | Val Acc: 0.4270 | Val F1: 0.4004 | LR: 0.000800
Fold 4 | Epoch 027 | Train Loss: 1.2795 | Val Loss: 1.2942 | Val Acc: 0.4141 | Val F1: 0.3853 | LR: 0.000800
Fold 4 | Epoch 028 | Train Loss: 1.3084 | Val Loss: 1.3028 | Val Acc: 0.4270 | Val F1: 0.4004 | LR: 0.000800
