Fold 4 | Epoch 000 | Train Loss: 1.5769 | Val Loss: 1.4752 | Val Acc: 0.3884 | Val F1: 0.2173 | LR: 0.001000
Fold 4 | Epoch 001 | Train Loss: 1.4998 | Val Loss: 1.4162 | Val Acc: 0.4254 | Val F1: 0.2789 | LR: 0.001000
Fold 4 | Epoch 002 | Train Loss: 1.4364 | Val Loss: 1.3325 | Val Acc: 0.4125 | Val F1: 0.2747 | LR: 0.001000
Fold 4 | Epoch 003 | Train Loss: 1.3759 | Val Loss: 1.3098 | Val Acc: 0.4350 | Val F1: 0.3326 | LR: 0.001000
Fold 4 | Epoch 004 | Train Loss: 1.3583 | Val Loss: 1.2978 | Val Acc: 0.4270 | Val F1: 0.4009 | LR: 0.001000
Fold 4 | Epoch 005 | Train Loss: 1.3566 | Val Loss: 1.3178 | Val Acc: 0.4334 | Val F1: 0.4044 | LR: 0.001000
Fold 4 | Epoch 006 | Train Loss: 1.3298 | Val Loss: 1.2889 | Val Acc: 0.4462 | Val F1: 0.3150 | LR: 0.001000
Fold 4 | Epoch 007 | Train Loss: 1.3307 | Val Loss: 1.2858 | Val Acc: 0.4013 | Val F1: 0.3310 | LR: 0.001000
Fold 4 | Epoch 008 | Train Loss: 1.3371 | Val Loss: 1.2920 | Val Acc: 0.4093 | Val F1: 0.3067 | LR: 0.001000
Fold 4 | Epoch 009 | Train Loss: 1.3312 | Val Loss: 1.3109 | Val Acc: 0.4238 | Val F1: 0.3973 | LR: 0.001000
Fold 4 | Epoch 010 | Train Loss: 1.3117 | Val Loss: 1.2811 | Val Acc: 0.4093 | Val F1: 0.3304 | LR: 0.001000
Fold 4 | Epoch 011 | Train Loss: 1.3157 | Val Loss: 1.3006 | Val Acc: 0.4334 | Val F1: 0.4067 | LR: 0.001000
Fold 4 | Epoch 012 | Train Loss: 1.3226 | Val Loss: 1.2790 | Val Acc: 0.4510 | Val F1: 0.3080 | LR: 0.001000
Fold 4 | Epoch 013 | Train Loss: 1.3149 | Val Loss: 1.2800 | Val Acc: 0.4238 | Val F1: 0.3922 | LR: 0.001000
Fold 4 | Epoch 014 | Train Loss: 1.3065 | Val Loss: 1.2783 | Val Acc: 0.4109 | Val F1: 0.3296 | LR: 0.001000
Fold 4 | Epoch 015 | Train Loss: 1.3103 | Val Loss: 1.2863 | Val Acc: 0.4318 | Val F1: 0.3988 | LR: 0.001000
Fold 4 | Epoch 016 | Train Loss: 1.3072 | Val Loss: 1.2806 | Val Acc: 0.4398 | Val F1: 0.4108 | LR: 0.001000
Fold 4 | Epoch 017 | Train Loss: 1.3093 | Val Loss: 1.2780 | Val Acc: 0.4494 | Val F1: 0.3890 | LR: 0.001000
Fold 4 | Epoch 018 | Train Loss: 1.3095 | Val Loss: 1.2800 | Val Acc: 0.4350 | Val F1: 0.4079 | LR: 0.001000
Fold 4 | Epoch 019 | Train Loss: 1.2975 | Val Loss: 1.2786 | Val Acc: 0.4109 | Val F1: 0.3763 | LR: 0.000800
Fold 4 | Epoch 020 | Train Loss: 1.2966 | Val Loss: 1.2790 | Val Acc: 0.4398 | Val F1: 0.4049 | LR: 0.000800
Fold 4 | Epoch 021 | Train Loss: 1.2960 | Val Loss: 1.2833 | Val Acc: 0.4302 | Val F1: 0.4031 | LR: 0.000800
Fold 4 | Epoch 022 | Train Loss: 1.2807 | Val Loss: 1.2767 | Val Acc: 0.4205 | Val F1: 0.3943 | LR: 0.000800
Fold 4 | Epoch 023 | Train Loss: 1.2940 | Val Loss: 1.2772 | Val Acc: 0.4302 | Val F1: 0.3992 | LR: 0.000800
Fold 4 | Epoch 024 | Train Loss: 1.2955 | Val Loss: 1.2779 | Val Acc: 0.4446 | Val F1: 0.4164 | LR: 0.000800
Fold 4 | Epoch 025 | Train Loss: 1.2948 | Val Loss: 1.2840 | Val Acc: 0.4414 | Val F1: 0.4134 | LR: 0.000800
Fold 4 | Epoch 026 | Train Loss: 1.2847 | Val Loss: 1.2797 | Val Acc: 0.4446 | Val F1: 0.4162 | LR: 0.000800
Fold 4 | Epoch 027 | Train Loss: 1.3070 | Val Loss: 1.2833 | Val Acc: 0.4398 | Val F1: 0.4067 | LR: 0.000800
Fold 4 | Epoch 028 | Train Loss: 1.2958 | Val Loss: 1.2804 | Val Acc: 0.4334 | Val F1: 0.4062 | LR: 0.000800
Fold 4 | Epoch 029 | Train Loss: 1.2963 | Val Loss: 1.2928 | Val Acc: 0.4446 | Val F1: 0.4149 | LR: 0.000800
Fold 4 | Epoch 030 | Train Loss: 1.2953 | Val Loss: 1.2967 | Val Acc: 0.4350 | Val F1: 0.4017 | LR: 0.000800
Fold 4 | Epoch 031 | Train Loss: 1.2965 | Val Loss: 1.2805 | Val Acc: 0.4302 | Val F1: 0.4037 | LR: 0.000800
Fold 4 | Epoch 032 | Train Loss: 1.2919 | Val Loss: 1.2812 | Val Acc: 0.4398 | Val F1: 0.4122 | LR: 0.000800
