epoch,train_loss,val_loss,val_acc,val_f1
0,1.5330729015872009,1.4461105328339796,0.42096774193548386,0.2494269708176193
1,1.4208802504417224,1.3403389239922547,0.46774193548387094,0.321032083578704
2,1.374136779552851,1.3356177409489949,0.46774193548387094,0.321032083578704
3,1.3618554905948477,1.3336848173386011,0.46774193548387094,0.321032083578704
4,1.3466774612410455,1.3430674717976496,0.43870967741935485,0.39352879430822946
5,1.3390285128202193,1.3407698502907386,0.46774193548387094,0.321032083578704
6,1.3360210555231469,1.345326990653307,0.4,0.3144053851370223
7,1.3355739834981086,1.3362995737638228,0.46774193548387094,0.321032083578704
8,1.324766062773191,1.3492357211235242,0.43870967741935485,0.3656025017052997
9,1.3255111916452391,1.3599999440022004,0.46774193548387094,0.321032083578704
10,1.314746160283048,1.3624525834352543,0.46774193548387094,0.321032083578704
11,1.3317264318466187,1.3580259405649626,0.46774193548387094,0.321032083578704
12,1.3132891634590604,1.351609428723653,0.47096774193548385,0.4114527964362076
13,1.3191397954256108,1.3524313431519728,0.41774193548387095,0.37006508825796436
14,1.31463475461699,1.3964299299778082,0.4161290322580645,0.3727460507472489
15,1.3224218187169132,1.388075256958986,0.46774193548387094,0.321032083578704
16,1.3141744422097492,1.3808471606327937,0.4532258064516129,0.41847246332209487
17,1.3146766587200327,1.3840502745065935,0.4112903225806452,0.3670736611263196
18,1.3228142022067666,1.4029983923985407,0.4241935483870968,0.37093696253337166
19,1.3107300731870863,1.3881151783160675,0.4806451612903226,0.43002185097389783
20,1.3094787730111017,1.4010330515030103,0.4629032258064516,0.3249466283260829
21,1.3079434169663324,1.453736166159312,0.4161290322580645,0.3696853796072888
22,1.314222169228089,1.4170162173417897,0.47419354838709676,0.3733004178433831
23,1.316251103185181,1.3812608963403947,0.4290322580645161,0.3945279662142464
24,1.3044628699620564,1.41448435263756,0.42096774193548386,0.3902927687181923
25,1.3092099249872386,1.4000447193781536,0.4645161290322581,0.4068294812477654
26,1.3103084681380508,1.401739817399245,0.46774193548387094,0.321032083578704
27,1.3036043450363681,1.3966201696640406,0.46774193548387094,0.321032083578704
28,1.317646671564151,1.4139572626505144,0.41451612903225804,0.38696023404118945
29,1.3165834948547885,1.4041677132630959,0.46774193548387094,0.321032083578704
30,1.301855915122562,1.3765270220927703,0.4612903225806452,0.3182428434433087
31,1.3082834171433735,1.4411703669107878,0.46774193548387094,0.321032083578704
32,1.3017981633161888,1.4228979685367682,0.4403225806451613,0.40933717468532743
33,1.3061906919520125,1.4164359034636083,0.4,0.30408508221782166
34,1.3066112511178367,1.4267835800464337,0.45161290322580644,0.34429362092878946
35,1.3110761693400195,1.3882097128110054,0.46774193548387094,0.321032083578704
36,1.3097446362177532,1.4553618736756153,0.4258064516129032,0.37451188499731325
37,1.304286288909423,1.4296386058513935,0.4338709677419355,0.401824100716281
38,1.3014715283344953,1.4342406835311499,0.44193548387096776,0.40676806414614686
39,1.3050844236316843,1.4199273127775927,0.4645161290322581,0.41788546937065396
