Fold 4 | Epoch 000 | Train Loss: 1.5738 | Val Loss: 1.4594 | Val Acc: 0.3884 | Val F1: 0.2173 | LR: 0.000500
Fold 4 | Epoch 001 | Train Loss: 1.4817 | Val Loss: 1.4320 | Val Acc: 0.4254 | Val F1: 0.2810 | LR: 0.000500
Fold 4 | Epoch 002 | Train Loss: 1.4288 | Val Loss: 1.3721 | Val Acc: 0.4141 | Val F1: 0.3629 | LR: 0.000500
Fold 4 | Epoch 003 | Train Loss: 1.3952 | Val Loss: 1.3244 | Val Acc: 0.4510 | Val F1: 0.3080 | LR: 0.000500
Fold 4 | Epoch 004 | Train Loss: 1.3625 | Val Loss: 1.3222 | Val Acc: 0.4238 | Val F1: 0.3915 | LR: 0.000500
Fold 4 | Epoch 005 | Train Loss: 1.3539 | Val Loss: 1.3079 | Val Acc: 0.4510 | Val F1: 0.3080 | LR: 0.000500
Fold 4 | Epoch 006 | Train Loss: 1.3404 | Val Loss: 1.3055 | Val Acc: 0.4222 | Val F1: 0.3797 | LR: 0.000500
Fold 4 | Epoch 007 | Train Loss: 1.3241 | Val Loss: 1.2982 | Val Acc: 0.4526 | Val F1: 0.3217 | LR: 0.000500
Fold 4 | Epoch 008 | Train Loss: 1.3229 | Val Loss: 1.3011 | Val Acc: 0.4510 | Val F1: 0.3080 | LR: 0.000500
Fold 4 | Epoch 009 | Train Loss: 1.3230 | Val Loss: 1.2919 | Val Acc: 0.4189 | Val F1: 0.3787 | LR: 0.000500
Fold 4 | Epoch 010 | Train Loss: 1.3277 | Val Loss: 1.2943 | Val Acc: 0.4302 | Val F1: 0.3932 | LR: 0.000500
Fold 4 | Epoch 011 | Train Loss: 1.3304 | Val Loss: 1.3029 | Val Acc: 0.4302 | Val F1: 0.3853 | LR: 0.000500
Fold 4 | Epoch 012 | Train Loss: 1.3119 | Val Loss: 1.2965 | Val Acc: 0.4141 | Val F1: 0.3294 | LR: 0.000500
Fold 4 | Epoch 013 | Train Loss: 1.3216 | Val Loss: 1.3370 | Val Acc: 0.4286 | Val F1: 0.4009 | LR: 0.000500
Fold 4 | Epoch 014 | Train Loss: 1.3185 | Val Loss: 1.2896 | Val Acc: 0.4366 | Val F1: 0.3395 | LR: 0.000500
Fold 4 | Epoch 015 | Train Loss: 1.3064 | Val Loss: 1.2945 | Val Acc: 0.4157 | Val F1: 0.3324 | LR: 0.000500
Fold 4 | Epoch 016 | Train Loss: 1.3099 | Val Loss: 1.2979 | Val Acc: 0.4157 | Val F1: 0.3182 | LR: 0.000500
Fold 4 | Epoch 017 | Train Loss: 1.3052 | Val Loss: 1.2919 | Val Acc: 0.4270 | Val F1: 0.3668 | LR: 0.000500
Fold 4 | Epoch 018 | Train Loss: 1.3031 | Val Loss: 1.2866 | Val Acc: 0.4061 | Val F1: 0.3285 | LR: 0.000500
Fold 4 | Epoch 019 | Train Loss: 1.2995 | Val Loss: 1.2847 | Val Acc: 0.4350 | Val F1: 0.4077 | LR: 0.000400
Fold 4 | Epoch 020 | Train Loss: 1.3000 | Val Loss: 1.2901 | Val Acc: 0.4125 | Val F1: 0.3805 | LR: 0.000400
Fold 4 | Epoch 021 | Train Loss: 1.3086 | Val Loss: 1.2831 | Val Acc: 0.4270 | Val F1: 0.4004 | LR: 0.000400
Fold 4 | Epoch 022 | Train Loss: 1.3065 | Val Loss: 1.2933 | Val Acc: 0.4446 | Val F1: 0.4161 | LR: 0.000400
Fold 4 | Epoch 023 | Train Loss: 1.3016 | Val Loss: 1.2879 | Val Acc: 0.4334 | Val F1: 0.4065 | LR: 0.000400
Fold 4 | Epoch 024 | Train Loss: 1.2956 | Val Loss: 1.2896 | Val Acc: 0.4334 | Val F1: 0.4065 | LR: 0.000400
Fold 4 | Epoch 025 | Train Loss: 1.2893 | Val Loss: 1.2946 | Val Acc: 0.4446 | Val F1: 0.4164 | LR: 0.000400
Fold 4 | Epoch 026 | Train Loss: 1.2932 | Val Loss: 1.2851 | Val Acc: 0.4270 | Val F1: 0.4004 | LR: 0.000400
Fold 4 | Epoch 027 | Train Loss: 1.2864 | Val Loss: 1.2943 | Val Acc: 0.4173 | Val F1: 0.3867 | LR: 0.000400
