Epoch 00 | Train Loss: 1.5815 | Val Loss: 1.4346 | Val Acc: 0.4111 | Val F1: 0.4111 | LR: 0.000950
Epoch 01 | Train Loss: 1.5091 | Val Loss: 1.4576 | Val Acc: 0.4111 | Val F1: 0.4111 | LR: 0.000902
Epoch 02 | Train Loss: 1.4697 | Val Loss: 1.3702 | Val Acc: 0.4347 | Val F1: 0.4347 | LR: 0.000857
Epoch 03 | Train Loss: 1.3858 | Val Loss: 1.2930 | Val Acc: 0.4668 | Val F1: 0.4668 | LR: 0.000815
Epoch 04 | Train Loss: 1.4047 | Val Loss: 1.3103 | Val Acc: 0.4475 | Val F1: 0.4475 | LR: 0.000774
Epoch 05 | Train Loss: 1.3745 | Val Loss: 1.3185 | Val Acc: 0.4540 | Val F1: 0.4540 | LR: 0.000735
Epoch 06 | Train Loss: 1.3524 | Val Loss: 1.2573 | Val Acc: 0.4475 | Val F1: 0.4475 | LR: 0.000698
Epoch 07 | Train Loss: 1.3469 | Val Loss: 1.2712 | Val Acc: 0.4433 | Val F1: 0.4433 | LR: 0.000663
Epoch 08 | Train Loss: 1.3379 | Val Loss: 1.2523 | Val Acc: 0.4690 | Val F1: 0.4690 | LR: 0.000630
Epoch 09 | Train Loss: 1.3437 | Val Loss: 1.2756 | Val Acc: 0.4411 | Val F1: 0.4411 | LR: 0.000599
Epoch 10 | Train Loss: 1.3360 | Val Loss: 1.2482 | Val Acc: 0.4518 | Val F1: 0.4518 | LR: 0.000569
Epoch 11 | Train Loss: 1.3425 | Val Loss: 1.2368 | Val Acc: 0.4540 | Val F1: 0.4540 | LR: 0.000540
Epoch 12 | Train Loss: 1.3215 | Val Loss: 1.2513 | Val Acc: 0.4518 | Val F1: 0.4518 | LR: 0.000513
Epoch 13 | Train Loss: 1.3211 | Val Loss: 1.2929 | Val Acc: 0.4325 | Val F1: 0.4325 | LR: 0.000488
Epoch 14 | Train Loss: 1.3573 | Val Loss: 1.2853 | Val Acc: 0.4647 | Val F1: 0.4647 | LR: 0.000463
Epoch 15 | Train Loss: 1.3166 | Val Loss: 1.2193 | Val Acc: 0.4454 | Val F1: 0.4454 | LR: 0.000440
Epoch 16 | Train Loss: 1.3002 | Val Loss: 1.2367 | Val Acc: 0.4433 | Val F1: 0.4433 | LR: 0.000418
Epoch 17 | Train Loss: 1.3100 | Val Loss: 1.2279 | Val Acc: 0.4561 | Val F1: 0.4561 | LR: 0.000397
Epoch 18 | Train Loss: 1.3299 | Val Loss: 1.2405 | Val Acc: 0.4711 | Val F1: 0.4711 | LR: 0.000377
Epoch 19 | Train Loss: 1.2973 | Val Loss: 1.2132 | Val Acc: 0.4518 | Val F1: 0.4518 | LR: 0.000358
Epoch 20 | Train Loss: 1.3296 | Val Loss: 1.2337 | Val Acc: 0.4839 | Val F1: 0.4839 | LR: 0.000341
Epoch 21 | Train Loss: 1.3007 | Val Loss: 1.2213 | Val Acc: 0.4540 | Val F1: 0.4540 | LR: 0.000324
Epoch 22 | Train Loss: 1.2884 | Val Loss: 1.2429 | Val Acc: 0.4882 | Val F1: 0.4882 | LR: 0.000307
Epoch 23 | Train Loss: 1.2859 | Val Loss: 1.2087 | Val Acc: 0.4604 | Val F1: 0.4604 | LR: 0.000292
