Fold 3 | Epoch 000 | Train Loss: 1.6097 | Val Loss: 1.4567 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.001000
Fold 3 | Epoch 001 | Train Loss: 1.5131 | Val Loss: 1.4704 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.001000
Fold 3 | Epoch 002 | Train Loss: 1.4684 | Val Loss: 1.3663 | Val Acc: 0.3790 | Val F1: 0.2425 | LR: 0.001000
Fold 3 | Epoch 003 | Train Loss: 1.4036 | Val Loss: 1.3250 | Val Acc: 0.4145 | Val F1: 0.3887 | LR: 0.001000
Fold 3 | Epoch 004 | Train Loss: 1.3840 | Val Loss: 1.3261 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 005 | Train Loss: 1.3617 | Val Loss: 1.3264 | Val Acc: 0.4097 | Val F1: 0.3651 | LR: 0.001000
Fold 3 | Epoch 006 | Train Loss: 1.3546 | Val Loss: 1.3367 | Val Acc: 0.4258 | Val F1: 0.3748 | LR: 0.001000
Fold 3 | Epoch 007 | Train Loss: 1.3456 | Val Loss: 1.3213 | Val Acc: 0.4677 | Val F1: 0.3220 | LR: 0.001000
Fold 3 | Epoch 008 | Train Loss: 1.3304 | Val Loss: 1.3229 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 009 | Train Loss: 1.3304 | Val Loss: 1.3419 | Val Acc: 0.4129 | Val F1: 0.3745 | LR: 0.001000
Fold 3 | Epoch 010 | Train Loss: 1.3389 | Val Loss: 1.3735 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 011 | Train Loss: 1.3280 | Val Loss: 1.3224 | Val Acc: 0.4194 | Val F1: 0.3703 | LR: 0.001000
Fold 3 | Epoch 012 | Train Loss: 1.3263 | Val Loss: 1.3482 | Val Acc: 0.4435 | Val F1: 0.3648 | LR: 0.001000
Fold 3 | Epoch 013 | Train Loss: 1.3153 | Val Loss: 1.3428 | Val Acc: 0.4194 | Val F1: 0.3703 | LR: 0.001000
Fold 3 | Epoch 014 | Train Loss: 1.3256 | Val Loss: 1.3430 | Val Acc: 0.4048 | Val F1: 0.3291 | LR: 0.001000
Fold 3 | Epoch 015 | Train Loss: 1.3171 | Val Loss: 1.3465 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 016 | Train Loss: 1.3273 | Val Loss: 1.3378 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 017 | Train Loss: 1.3149 | Val Loss: 1.3353 | Val Acc: 0.4597 | Val F1: 0.3801 | LR: 0.001000
Fold 3 | Epoch 018 | Train Loss: 1.3300 | Val Loss: 1.3567 | Val Acc: 0.4065 | Val F1: 0.3719 | LR: 0.001000
Fold 3 | Epoch 019 | Train Loss: 1.3222 | Val Loss: 1.3533 | Val Acc: 0.4000 | Val F1: 0.3221 | LR: 0.000800
Fold 3 | Epoch 020 | Train Loss: 1.3123 | Val Loss: 1.3445 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 021 | Train Loss: 1.3143 | Val Loss: 1.3423 | Val Acc: 0.4258 | Val F1: 0.3680 | LR: 0.000800
Fold 3 | Epoch 022 | Train Loss: 1.3154 | Val Loss: 1.3643 | Val Acc: 0.4226 | Val F1: 0.3873 | LR: 0.000800
Fold 3 | Epoch 023 | Train Loss: 1.3235 | Val Loss: 1.3693 | Val Acc: 0.4516 | Val F1: 0.3789 | LR: 0.000800
Fold 3 | Epoch 024 | Train Loss: 1.3150 | Val Loss: 1.3738 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
