Fold 3 | Epoch 000 | Train Loss: 1.5404 | Val Loss: 1.4175 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.001000
Fold 3 | Epoch 001 | Train Loss: 1.4591 | Val Loss: 1.4069 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 002 | Train Loss: 1.4131 | Val Loss: 1.3383 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 003 | Train Loss: 1.3717 | Val Loss: 1.3332 | Val Acc: 0.4032 | Val F1: 0.3489 | LR: 0.001000
Fold 3 | Epoch 004 | Train Loss: 1.3677 | Val Loss: 1.3436 | Val Acc: 0.4226 | Val F1: 0.3954 | LR: 0.001000
Fold 3 | Epoch 005 | Train Loss: 1.3544 | Val Loss: 1.3299 | Val Acc: 0.4048 | Val F1: 0.3772 | LR: 0.001000
Fold 3 | Epoch 006 | Train Loss: 1.3440 | Val Loss: 1.3518 | Val Acc: 0.4194 | Val F1: 0.3777 | LR: 0.001000
Fold 3 | Epoch 007 | Train Loss: 1.3304 | Val Loss: 1.3726 | Val Acc: 0.4113 | Val F1: 0.3787 | LR: 0.001000
Fold 3 | Epoch 008 | Train Loss: 1.3381 | Val Loss: 1.3427 | Val Acc: 0.4129 | Val F1: 0.3816 | LR: 0.001000
Fold 3 | Epoch 009 | Train Loss: 1.3351 | Val Loss: 1.3456 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 010 | Train Loss: 1.3240 | Val Loss: 1.3671 | Val Acc: 0.4145 | Val F1: 0.3814 | LR: 0.001000
Fold 3 | Epoch 011 | Train Loss: 1.3318 | Val Loss: 1.3441 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 012 | Train Loss: 1.3314 | Val Loss: 1.3432 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 013 | Train Loss: 1.3295 | Val Loss: 1.3680 | Val Acc: 0.4177 | Val F1: 0.3908 | LR: 0.001000
Fold 3 | Epoch 014 | Train Loss: 1.3234 | Val Loss: 1.3685 | Val Acc: 0.4097 | Val F1: 0.3760 | LR: 0.001000
Fold 3 | Epoch 015 | Train Loss: 1.3235 | Val Loss: 1.3623 | Val Acc: 0.4258 | Val F1: 0.3748 | LR: 0.001000
Fold 3 | Epoch 016 | Train Loss: 1.3084 | Val Loss: 1.3621 | Val Acc: 0.4306 | Val F1: 0.3732 | LR: 0.001000
Fold 3 | Epoch 017 | Train Loss: 1.3250 | Val Loss: 1.3600 | Val Acc: 0.4032 | Val F1: 0.3476 | LR: 0.001000
Fold 3 | Epoch 018 | Train Loss: 1.3198 | Val Loss: 1.3552 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 019 | Train Loss: 1.3240 | Val Loss: 1.3545 | Val Acc: 0.4290 | Val F1: 0.3804 | LR: 0.000800
Fold 3 | Epoch 020 | Train Loss: 1.3127 | Val Loss: 1.3790 | Val Acc: 0.4048 | Val F1: 0.3516 | LR: 0.000800
Fold 3 | Epoch 021 | Train Loss: 1.3137 | Val Loss: 1.3857 | Val Acc: 0.4661 | Val F1: 0.4321 | LR: 0.000800
