Fold 2 | Epoch 000 | Train Loss: 1.6089 | Val Loss: 1.5258 | Val Acc: 0.3933 | Val F1: 0.2220 | LR: 0.001000
Fold 2 | Epoch 001 | Train Loss: 1.5047 | Val Loss: 1.4391 | Val Acc: 0.3933 | Val F1: 0.2220 | LR: 0.001000
Fold 2 | Epoch 002 | Train Loss: 1.4510 | Val Loss: 1.3927 | Val Acc: 0.4302 | Val F1: 0.2818 | LR: 0.001000
Fold 2 | Epoch 003 | Train Loss: 1.3981 | Val Loss: 1.3479 | Val Acc: 0.4318 | Val F1: 0.3490 | LR: 0.001000
Fold 2 | Epoch 004 | Train Loss: 1.3893 | Val Loss: 1.3482 | Val Acc: 0.4302 | Val F1: 0.2816 | LR: 0.001000
Fold 2 | Epoch 005 | Train Loss: 1.3720 | Val Loss: 1.3769 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.001000
Fold 2 | Epoch 006 | Train Loss: 1.3622 | Val Loss: 1.3387 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.001000
Fold 2 | Epoch 007 | Train Loss: 1.3545 | Val Loss: 1.3349 | Val Acc: 0.4286 | Val F1: 0.2809 | LR: 0.001000
Fold 2 | Epoch 008 | Train Loss: 1.3545 | Val Loss: 1.3410 | Val Acc: 0.4286 | Val F1: 0.2809 | LR: 0.001000
Fold 2 | Epoch 009 | Train Loss: 1.3465 | Val Loss: 1.3488 | Val Acc: 0.3997 | Val F1: 0.2607 | LR: 0.001000
Fold 2 | Epoch 010 | Train Loss: 1.3411 | Val Loss: 1.3505 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.001000
Fold 2 | Epoch 011 | Train Loss: 1.3433 | Val Loss: 1.3433 | Val Acc: 0.4302 | Val F1: 0.3059 | LR: 0.001000
Fold 2 | Epoch 012 | Train Loss: 1.3344 | Val Loss: 1.3353 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.001000
Fold 2 | Epoch 013 | Train Loss: 1.3369 | Val Loss: 1.3260 | Val Acc: 0.4205 | Val F1: 0.3848 | LR: 0.001000
