Fold 3 | Epoch 000 | Train Loss: 1.5365 | Val Loss: 1.4548 | Val Acc: 0.4210 | Val F1: 0.2494 | LR: 0.001000
Fold 3 | Epoch 001 | Train Loss: 1.5147 | Val Loss: 1.4396 | Val Acc: 0.3306 | Val F1: 0.1731 | LR: 0.001000
Fold 3 | Epoch 002 | Train Loss: 1.4522 | Val Loss: 1.3543 | Val Acc: 0.3806 | Val F1: 0.2372 | LR: 0.001000
Fold 3 | Epoch 003 | Train Loss: 1.3822 | Val Loss: 1.3304 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 004 | Train Loss: 1.3843 | Val Loss: 1.3401 | Val Acc: 0.4694 | Val F1: 0.3380 | LR: 0.001000
Fold 3 | Epoch 005 | Train Loss: 1.3659 | Val Loss: 1.3208 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 006 | Train Loss: 1.3461 | Val Loss: 1.3486 | Val Acc: 0.4032 | Val F1: 0.3766 | LR: 0.001000
Fold 3 | Epoch 007 | Train Loss: 1.3522 | Val Loss: 1.3511 | Val Acc: 0.4032 | Val F1: 0.3787 | LR: 0.001000
Fold 3 | Epoch 008 | Train Loss: 1.3363 | Val Loss: 1.3467 | Val Acc: 0.4065 | Val F1: 0.3717 | LR: 0.001000
Fold 3 | Epoch 009 | Train Loss: 1.3223 | Val Loss: 1.3589 | Val Acc: 0.4194 | Val F1: 0.3703 | LR: 0.001000
Fold 3 | Epoch 010 | Train Loss: 1.3422 | Val Loss: 1.3543 | Val Acc: 0.4032 | Val F1: 0.3489 | LR: 0.001000
Fold 3 | Epoch 011 | Train Loss: 1.3267 | Val Loss: 1.3496 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 012 | Train Loss: 1.3230 | Val Loss: 1.3541 | Val Acc: 0.4306 | Val F1: 0.3994 | LR: 0.001000
Fold 3 | Epoch 013 | Train Loss: 1.3269 | Val Loss: 1.3739 | Val Acc: 0.4097 | Val F1: 0.3704 | LR: 0.001000
Fold 3 | Epoch 014 | Train Loss: 1.3323 | Val Loss: 1.3673 | Val Acc: 0.4048 | Val F1: 0.3767 | LR: 0.001000
Fold 3 | Epoch 015 | Train Loss: 1.3214 | Val Loss: 1.3732 | Val Acc: 0.4339 | Val F1: 0.3719 | LR: 0.001000
Fold 3 | Epoch 016 | Train Loss: 1.3188 | Val Loss: 1.3565 | Val Acc: 0.4161 | Val F1: 0.3697 | LR: 0.001000
Fold 3 | Epoch 017 | Train Loss: 1.3356 | Val Loss: 1.3664 | Val Acc: 0.4645 | Val F1: 0.3224 | LR: 0.001000
Fold 3 | Epoch 018 | Train Loss: 1.3072 | Val Loss: 1.4051 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.001000
Fold 3 | Epoch 019 | Train Loss: 1.3241 | Val Loss: 1.3699 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 020 | Train Loss: 1.3179 | Val Loss: 1.3813 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 021 | Train Loss: 1.3274 | Val Loss: 1.3413 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 022 | Train Loss: 1.3101 | Val Loss: 1.3703 | Val Acc: 0.4839 | Val F1: 0.3987 | LR: 0.000800
Fold 3 | Epoch 023 | Train Loss: 1.3092 | Val Loss: 1.3718 | Val Acc: 0.4290 | Val F1: 0.3950 | LR: 0.000800
Fold 3 | Epoch 024 | Train Loss: 1.3101 | Val Loss: 1.3870 | Val Acc: 0.4242 | Val F1: 0.3957 | LR: 0.000800
Fold 3 | Epoch 025 | Train Loss: 1.3150 | Val Loss: 1.3837 | Val Acc: 0.4258 | Val F1: 0.3748 | LR: 0.000800
Fold 3 | Epoch 026 | Train Loss: 1.3088 | Val Loss: 1.4050 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 027 | Train Loss: 1.3040 | Val Loss: 1.3668 | Val Acc: 0.4661 | Val F1: 0.3234 | LR: 0.000800
Fold 3 | Epoch 028 | Train Loss: 1.3101 | Val Loss: 1.3896 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 029 | Train Loss: 1.3116 | Val Loss: 1.4027 | Val Acc: 0.4242 | Val F1: 0.3943 | LR: 0.000800
Fold 3 | Epoch 030 | Train Loss: 1.3106 | Val Loss: 1.3992 | Val Acc: 0.4258 | Val F1: 0.3889 | LR: 0.000800
Fold 3 | Epoch 031 | Train Loss: 1.3094 | Val Loss: 1.4120 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 032 | Train Loss: 1.3099 | Val Loss: 1.4006 | Val Acc: 0.4210 | Val F1: 0.3706 | LR: 0.000800
Fold 3 | Epoch 033 | Train Loss: 1.3106 | Val Loss: 1.3960 | Val Acc: 0.4210 | Val F1: 0.3775 | LR: 0.000800
Fold 3 | Epoch 034 | Train Loss: 1.3099 | Val Loss: 1.4066 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 035 | Train Loss: 1.3069 | Val Loss: 1.3908 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 036 | Train Loss: 1.3174 | Val Loss: 1.3858 | Val Acc: 0.4613 | Val F1: 0.3182 | LR: 0.000800
Fold 3 | Epoch 037 | Train Loss: 1.3146 | Val Loss: 1.3868 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000800
Fold 3 | Epoch 038 | Train Loss: 1.2994 | Val Loss: 1.4232 | Val Acc: 0.4371 | Val F1: 0.3740 | LR: 0.000800
Fold 3 | Epoch 039 | Train Loss: 1.3028 | Val Loss: 1.4109 | Val Acc: 0.4306 | Val F1: 0.3997 | LR: 0.000640
Fold 3 | Epoch 040 | Train Loss: 1.2993 | Val Loss: 1.4278 | Val Acc: 0.4677 | Val F1: 0.3210 | LR: 0.000640
Fold 3 | Epoch 041 | Train Loss: 1.2953 | Val Loss: 1.3948 | Val Acc: 0.4242 | Val F1: 0.3702 | LR: 0.000640
Fold 3 | Epoch 042 | Train Loss: 1.3091 | Val Loss: 1.4059 | Val Acc: 0.4274 | Val F1: 0.3982 | LR: 0.000640
