Fold 1 | Epoch 000 | Train Loss: 1.5425 | Val Loss: 1.5517 | Val Acc: 0.3746 | Val F1: 0.2042 | LR: 0.001000
Fold 1 | Epoch 001 | Train Loss: 1.4542 | Val Loss: 1.4417 | Val Acc: 0.4100 | Val F1: 0.3691 | LR: 0.001000
Fold 1 | Epoch 002 | Train Loss: 1.3896 | Val Loss: 1.4050 | Val Acc: 0.3939 | Val F1: 0.2554 | LR: 0.001000
Fold 1 | Epoch 003 | Train Loss: 1.3623 | Val Loss: 1.3758 | Val Acc: 0.4486 | Val F1: 0.3851 | LR: 0.001000
Fold 1 | Epoch 004 | Train Loss: 1.3468 | Val Loss: 1.3722 | Val Acc: 0.3939 | Val F1: 0.2554 | LR: 0.001000
Fold 1 | Epoch 005 | Train Loss: 1.3373 | Val Loss: 1.3599 | Val Acc: 0.3939 | Val F1: 0.2554 | LR: 0.001000
Fold 1 | Epoch 006 | Train Loss: 1.3339 | Val Loss: 1.3532 | Val Acc: 0.3939 | Val F1: 0.2554 | LR: 0.001000
Fold 1 | Epoch 007 | Train Loss: 1.3258 | Val Loss: 1.3509 | Val Acc: 0.3939 | Val F1: 0.2554 | LR: 0.001000
Fold 1 | Epoch 008 | Train Loss: 1.3257 | Val Loss: 1.3482 | Val Acc: 0.4389 | Val F1: 0.3850 | LR: 0.001000
Fold 1 | Epoch 009 | Train Loss: 1.3262 | Val Loss: 1.3833 | Val Acc: 0.4051 | Val F1: 0.2992 | LR: 0.001000
Fold 1 | Epoch 010 | Train Loss: 1.3264 | Val Loss: 1.3558 | Val Acc: 0.4293 | Val F1: 0.3906 | LR: 0.001000
Fold 1 | Epoch 011 | Train Loss: 1.3267 | Val Loss: 1.3490 | Val Acc: 0.4100 | Val F1: 0.3814 | LR: 0.001000
Fold 1 | Epoch 012 | Train Loss: 1.3177 | Val Loss: 1.3325 | Val Acc: 0.4116 | Val F1: 0.3831 | LR: 0.001000
Fold 1 | Epoch 013 | Train Loss: 1.3155 | Val Loss: 1.3475 | Val Acc: 0.4035 | Val F1: 0.3054 | LR: 0.001000
Fold 1 | Epoch 014 | Train Loss: 1.3034 | Val Loss: 1.3393 | Val Acc: 0.4196 | Val F1: 0.3671 | LR: 0.001000
Fold 1 | Epoch 015 | Train Loss: 1.3136 | Val Loss: 1.3514 | Val Acc: 0.4277 | Val F1: 0.3834 | LR: 0.001000
Fold 1 | Epoch 016 | Train Loss: 1.3129 | Val Loss: 1.3447 | Val Acc: 0.4421 | Val F1: 0.3980 | LR: 0.001000
Fold 1 | Epoch 017 | Train Loss: 1.3088 | Val Loss: 1.3524 | Val Acc: 0.4293 | Val F1: 0.3906 | LR: 0.001000
Fold 1 | Epoch 018 | Train Loss: 1.3093 | Val Loss: 1.3325 | Val Acc: 0.4373 | Val F1: 0.3898 | LR: 0.001000
Fold 1 | Epoch 019 | Train Loss: 1.3134 | Val Loss: 1.3416 | Val Acc: 0.4309 | Val F1: 0.3840 | LR: 0.000800
Fold 1 | Epoch 020 | Train Loss: 1.2982 | Val Loss: 1.3331 | Val Acc: 0.4260 | Val F1: 0.3909 | LR: 0.000800
Fold 1 | Epoch 021 | Train Loss: 1.2940 | Val Loss: 1.3397 | Val Acc: 0.4309 | Val F1: 0.3998 | LR: 0.000800
Fold 1 | Epoch 022 | Train Loss: 1.2979 | Val Loss: 1.3489 | Val Acc: 0.4293 | Val F1: 0.3855 | LR: 0.000800
Fold 1 | Epoch 023 | Train Loss: 1.2920 | Val Loss: 1.3463 | Val Acc: 0.4309 | Val F1: 0.3840 | LR: 0.000800
