Fold 2 | Epoch 000 | Train Loss: 1.5669 | Val Loss: 1.4516 | Val Acc: 0.3628 | Val F1: 0.1931 | LR: 0.000500
Fold 2 | Epoch 001 | Train Loss: 1.4969 | Val Loss: 1.4594 | Val Acc: 0.3949 | Val F1: 0.2732 | LR: 0.000500
Fold 2 | Epoch 002 | Train Loss: 1.4741 | Val Loss: 1.4040 | Val Acc: 0.3933 | Val F1: 0.2220 | LR: 0.000500
Fold 2 | Epoch 003 | Train Loss: 1.4314 | Val Loss: 1.3939 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 004 | Train Loss: 1.3982 | Val Loss: 1.3465 | Val Acc: 0.4334 | Val F1: 0.3566 | LR: 0.000500
Fold 2 | Epoch 005 | Train Loss: 1.3811 | Val Loss: 1.3563 | Val Acc: 0.4157 | Val F1: 0.3859 | LR: 0.000500
Fold 2 | Epoch 006 | Train Loss: 1.3561 | Val Loss: 1.3403 | Val Acc: 0.4077 | Val F1: 0.2938 | LR: 0.000500
Fold 2 | Epoch 007 | Train Loss: 1.3520 | Val Loss: 1.3330 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 008 | Train Loss: 1.3380 | Val Loss: 1.3503 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 009 | Train Loss: 1.3536 | Val Loss: 1.3418 | Val Acc: 0.4302 | Val F1: 0.3026 | LR: 0.000500
Fold 2 | Epoch 010 | Train Loss: 1.3334 | Val Loss: 1.3511 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 011 | Train Loss: 1.3390 | Val Loss: 1.3302 | Val Acc: 0.4334 | Val F1: 0.3051 | LR: 0.000500
Fold 2 | Epoch 012 | Train Loss: 1.3346 | Val Loss: 1.3331 | Val Acc: 0.4382 | Val F1: 0.3525 | LR: 0.000500
Fold 2 | Epoch 013 | Train Loss: 1.3274 | Val Loss: 1.3204 | Val Acc: 0.4382 | Val F1: 0.4037 | LR: 0.000500
Fold 2 | Epoch 014 | Train Loss: 1.3296 | Val Loss: 1.3475 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 015 | Train Loss: 1.3227 | Val Loss: 1.3282 | Val Acc: 0.4318 | Val F1: 0.2834 | LR: 0.000500
Fold 2 | Epoch 016 | Train Loss: 1.3291 | Val Loss: 1.3438 | Val Acc: 0.4430 | Val F1: 0.3815 | LR: 0.000500
Fold 2 | Epoch 017 | Train Loss: 1.3338 | Val Loss: 1.3371 | Val Acc: 0.4302 | Val F1: 0.3944 | LR: 0.000500
Fold 2 | Epoch 018 | Train Loss: 1.3287 | Val Loss: 1.3254 | Val Acc: 0.4366 | Val F1: 0.3986 | LR: 0.000500
Fold 2 | Epoch 019 | Train Loss: 1.3299 | Val Loss: 1.3346 | Val Acc: 0.4350 | Val F1: 0.2930 | LR: 0.000400
Fold 2 | Epoch 020 | Train Loss: 1.3175 | Val Loss: 1.3272 | Val Acc: 0.4205 | Val F1: 0.3902 | LR: 0.000400
Fold 2 | Epoch 021 | Train Loss: 1.3172 | Val Loss: 1.3165 | Val Acc: 0.4350 | Val F1: 0.3196 | LR: 0.000400
Fold 2 | Epoch 022 | Train Loss: 1.3321 | Val Loss: 1.3144 | Val Acc: 0.4366 | Val F1: 0.3288 | LR: 0.000400
Fold 2 | Epoch 023 | Train Loss: 1.3184 | Val Loss: 1.3200 | Val Acc: 0.4398 | Val F1: 0.3888 | LR: 0.000400
Fold 2 | Epoch 024 | Train Loss: 1.3175 | Val Loss: 1.3286 | Val Acc: 0.4398 | Val F1: 0.3931 | LR: 0.000400
Fold 2 | Epoch 025 | Train Loss: 1.3170 | Val Loss: 1.3235 | Val Acc: 0.4430 | Val F1: 0.3815 | LR: 0.000400
Fold 2 | Epoch 026 | Train Loss: 1.3058 | Val Loss: 1.3374 | Val Acc: 0.4334 | Val F1: 0.2949 | LR: 0.000400
Fold 2 | Epoch 027 | Train Loss: 1.3032 | Val Loss: 1.3246 | Val Acc: 0.4302 | Val F1: 0.3994 | LR: 0.000400
Fold 2 | Epoch 028 | Train Loss: 1.3038 | Val Loss: 1.3166 | Val Acc: 0.4430 | Val F1: 0.3880 | LR: 0.000400
Fold 2 | Epoch 029 | Train Loss: 1.3127 | Val Loss: 1.3236 | Val Acc: 0.4334 | Val F1: 0.3566 | LR: 0.000400
Fold 2 | Epoch 030 | Train Loss: 1.3072 | Val Loss: 1.3270 | Val Acc: 0.4382 | Val F1: 0.3768 | LR: 0.000400
Fold 2 | Epoch 031 | Train Loss: 1.3129 | Val Loss: 1.3385 | Val Acc: 0.4382 | Val F1: 0.3476 | LR: 0.000400
Fold 2 | Epoch 032 | Train Loss: 1.3029 | Val Loss: 1.3177 | Val Acc: 0.4318 | Val F1: 0.2902 | LR: 0.000400
Fold 2 | Epoch 033 | Train Loss: 1.3122 | Val Loss: 1.3157 | Val Acc: 0.4286 | Val F1: 0.3985 | LR: 0.000400
Fold 2 | Epoch 034 | Train Loss: 1.2943 | Val Loss: 1.3300 | Val Acc: 0.4334 | Val F1: 0.3675 | LR: 0.000400
Fold 2 | Epoch 035 | Train Loss: 1.2962 | Val Loss: 1.3245 | Val Acc: 0.4302 | Val F1: 0.4038 | LR: 0.000400
Fold 2 | Epoch 036 | Train Loss: 1.3033 | Val Loss: 1.3330 | Val Acc: 0.4302 | Val F1: 0.4053 | LR: 0.000400
