Fold 0 | Epoch 000 | Train Loss: 1.5175 | Val Loss: 1.4686 | Val Acc: 0.3702 | Val F1: 0.2000 | LR: 0.001000
Fold 0 | Epoch 001 | Train Loss: 1.4510 | Val Loss: 1.4640 | Val Acc: 0.3702 | Val F1: 0.2000 | LR: 0.001000
Fold 0 | Epoch 002 | Train Loss: 1.4399 | Val Loss: 1.4554 | Val Acc: 0.3702 | Val F1: 0.2000 | LR: 0.001000
Fold 0 | Epoch 003 | Train Loss: 1.4310 | Val Loss: 1.3823 | Val Acc: 0.3702 | Val F1: 0.2101 | LR: 0.001000
Fold 0 | Epoch 004 | Train Loss: 1.4092 | Val Loss: 1.3359 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 005 | Train Loss: 1.3573 | Val Loss: 1.3006 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 006 | Train Loss: 1.3561 | Val Loss: 1.3097 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 007 | Train Loss: 1.3131 | Val Loss: 1.2814 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 008 | Train Loss: 1.3247 | Val Loss: 1.2714 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 009 | Train Loss: 1.3299 | Val Loss: 1.2852 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 010 | Train Loss: 1.2995 | Val Loss: 1.2441 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 011 | Train Loss: 1.2886 | Val Loss: 1.2451 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 012 | Train Loss: 1.2851 | Val Loss: 1.2530 | Val Acc: 0.4503 | Val F1: 0.4163 | LR: 0.001000
Fold 0 | Epoch 013 | Train Loss: 1.2960 | Val Loss: 1.2432 | Val Acc: 0.4503 | Val F1: 0.4091 | LR: 0.001000
Fold 0 | Epoch 014 | Train Loss: 1.2924 | Val Loss: 1.2648 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.001000
Fold 0 | Epoch 015 | Train Loss: 1.2962 | Val Loss: 1.2571 | Val Acc: 0.4567 | Val F1: 0.4213 | LR: 0.001000
Fold 0 | Epoch 016 | Train Loss: 1.2925 | Val Loss: 1.2615 | Val Acc: 0.4615 | Val F1: 0.4315 | LR: 0.001000
Fold 0 | Epoch 017 | Train Loss: 1.2900 | Val Loss: 1.2531 | Val Acc: 0.4359 | Val F1: 0.3778 | LR: 0.001000
Fold 0 | Epoch 018 | Train Loss: 1.2610 | Val Loss: 1.2615 | Val Acc: 0.4407 | Val F1: 0.3125 | LR: 0.001000
Fold 0 | Epoch 019 | Train Loss: 1.2680 | Val Loss: 1.2701 | Val Acc: 0.4391 | Val F1: 0.3766 | LR: 0.000800
Fold 0 | Epoch 020 | Train Loss: 1.2772 | Val Loss: 1.2467 | Val Acc: 0.4311 | Val F1: 0.3776 | LR: 0.000800
Fold 0 | Epoch 021 | Train Loss: 1.2753 | Val Loss: 1.2620 | Val Acc: 0.4359 | Val F1: 0.3036 | LR: 0.000800
Fold 0 | Epoch 022 | Train Loss: 1.2674 | Val Loss: 1.2618 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000800
Fold 0 | Epoch 023 | Train Loss: 1.2622 | Val Loss: 1.2649 | Val Acc: 0.4487 | Val F1: 0.3468 | LR: 0.000800
Fold 0 | Epoch 024 | Train Loss: 1.2726 | Val Loss: 1.2669 | Val Acc: 0.4391 | Val F1: 0.3720 | LR: 0.000800
Fold 0 | Epoch 025 | Train Loss: 1.2647 | Val Loss: 1.2633 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000800
Fold 0 | Epoch 026 | Train Loss: 1.2839 | Val Loss: 1.2946 | Val Acc: 0.4359 | Val F1: 0.3295 | LR: 0.000800
Fold 0 | Epoch 027 | Train Loss: 1.2758 | Val Loss: 1.2638 | Val Acc: 0.4343 | Val F1: 0.2906 | LR: 0.000800
Fold 0 | Epoch 028 | Train Loss: 1.2579 | Val Loss: 1.2740 | Val Acc: 0.4359 | Val F1: 0.3038 | LR: 0.000800
Fold 0 | Epoch 029 | Train Loss: 1.2707 | Val Loss: 1.2565 | Val Acc: 0.4359 | Val F1: 0.2921 | LR: 0.000800
Fold 0 | Epoch 030 | Train Loss: 1.2601 | Val Loss: 1.2705 | Val Acc: 0.4359 | Val F1: 0.3038 | LR: 0.000800
Fold 0 | Epoch 031 | Train Loss: 1.2602 | Val Loss: 1.2635 | Val Acc: 0.4295 | Val F1: 0.3932 | LR: 0.000800
Fold 0 | Epoch 032 | Train Loss: 1.2564 | Val Loss: 1.2687 | Val Acc: 0.4455 | Val F1: 0.3237 | LR: 0.000800
Fold 0 | Epoch 033 | Train Loss: 1.2716 | Val Loss: 1.2606 | Val Acc: 0.4407 | Val F1: 0.3742 | LR: 0.000800
Fold 0 | Epoch 034 | Train Loss: 1.2627 | Val Loss: 1.2586 | Val Acc: 0.4407 | Val F1: 0.3742 | LR: 0.000800
Fold 0 | Epoch 035 | Train Loss: 1.2644 | Val Loss: 1.2679 | Val Acc: 0.4375 | Val F1: 0.3049 | LR: 0.000800
Fold 0 | Epoch 036 | Train Loss: 1.2648 | Val Loss: 1.2664 | Val Acc: 0.4359 | Val F1: 0.3818 | LR: 0.000800
