filename;num_nodes;num_edges;node_degrees;average_shortest_path_length;density;num_nodes_subcircuit;num_nodes_pin;num_nodes_net;num_nodes_component;num_components_R;num_components_C;num_components_V;num_components_M;num_components_D;num_components_Q;num_components_I;num_components_L
LTC3442_TA01_star.gpickle;73;88;{'L1': 2, 'L1.1': 2, 'N001': 2, 'L1.2': 2, 'N002': 2, 'R1': 2, 'R1.1': 2, 'N008': 2, 'R1.2': 2, '0': 12, 'V1': 2, 'V1.pos': 2, 'IN': 4, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'N004': 5, 'C1.2': 2, 'N007': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'N006': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'OUT': 5, 'R4.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'N005': 2, 'C3.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'N003': 3, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'XU1': 12, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'N009': 3, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2};5;0.0334855403348554;1;44;12;16;8.0;6.0;1.0;;;;;1.0
LTC3444_star.gpickle;40;48;{'L1': 2, 'L1.1': 2, 'N001': 2, 'L1.2': 2, 'N002': 2, 'V1': 2, 'V1.pos': 2, 'N003': 3, 'V1.neg': 2, '0': 7, 'R1': 2, 'R1.1': 2, 'OUT': 4, 'R1.2': 2, 'N004': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'V2': 2, 'V2.pos': 2, 'N005': 2, 'V2.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'I1': 2, 'I1.pos': 2, 'I1.neg': 2};5;0.06153846153846154;1;24;7;8;3.0;1.0;2.0;;;;1.0;1.0
LTC3448_star.gpickle;40;50;{'L1': 2, 'L1.1': 2, 'N001': 2, 'L1.2': 2, 'OUT': 7, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'N002': 4, 'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, '0': 6, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 9, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'MP_01': 1, 'XU1.p8': 2, 'XU1.p9': 2};4;0.0641025641025641;1;25;6;8;3.0;3.0;1.0;;;;;1.0
LTC3452_star.gpickle;75;92;{'L1': 2, 'L1.1': 2, 'N001': 2, 'L1.2': 2, 'N002': 2, 'V1': 2, 'V1.pos': 2, 'IN': 6, 'V1.neg': 2, '0': 8, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C1': 2, 'C1.1': 2, 'N010': 2, 'C1.2': 2, 'D1': 2, 'D1.anode': 2, 'N003': 8, 'D1.cathode': 2, 'N004': 3, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'XU1': 20, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'N008': 2, 'XU1.p4': 2, 'N005': 2, 'XU1.p5': 2, 'N007': 2, 'XU1.p6': 2, 'N009': 2, 'XU1.p7': 2, 'N011': 2, 'XU1.p8': 2, 'N012': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'MP_01': 1, 'XU1.p12': 2, 'XU1.p13': 2, 'N006': 2, 'XU1.p14': 2, 'XU1.p15': 2, 'XU1.p16': 2, 'XU1.p17': 2, 'XU1.p18': 2, 'XU1.p19': 2, 'XU1.p20': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'D2': 2, 'D2.anode': 2, 'D2.cathode': 2, 'D3': 2, 'D3.anode': 2, 'D3.cathode': 2, 'D4': 2, 'D4.anode': 2, 'D4.cathode': 2, 'D5': 2, 'D5.anode': 2, 'D5.cathode': 2, 'D6': 2, 'D6.anode': 2, 'D6.cathode': 2};5;0.033153153153153155;1;46;15;13;2.0;3.0;1.0;;6.0;;;1.0
LTC3458L_star.gpickle;68;82;{'L1': 2, 'L1.1': 2, 'IN': 4, 'L1.2': 2, 'N001': 2, 'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N003': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 12, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'R3': 2, 'R3.1': 2, 'N006': 2, 'R3.2': 2, 'N005': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'N008': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'N007': 3, 'C5.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'N004': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'N002': 2, 'R6.2': 2, 'XU1': 13, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'MP_01': 1, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'XU1.p13': 2, 'I1': 2, 'I1.pos': 2, 'I1.neg': 2};5;0.035996488147497806;1;41;12;14;6.0;5.0;1.0;;;;1.0;1.0
LTC3521_DC1389_star.gpickle;102;128;{'V1': 2, 'V1.pos': 2, 'IN': 12, 'V1.neg': 2, '0': 15, 'R1': 2, 'R1.1': 2, 'OUT1': 4, 'R1.2': 2, 'N008': 3, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'N004': 2, 'L1.2': 2, 'OUT2': 4, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'N006': 3, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'L2': 2, 'L2.1': 2, 'N003': 2, 'L2.2': 2, 'N005': 2, 'Rload2': 2, 'Rload2.1': 2, 'Rload2.2': 2, 'Rload1': 2, 'Rload1.1': 2, 'Rload1.2': 2, 'XU1': 24, 'XU1.p1': 2, 'XU1.p2': 2, 'N007': 2, 'XU1.p3': 2, 'N002': 2, 'XU1.p4': 2, 'N001': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'XU1.p13': 2, 'MP_01': 1, 'XU1.p14': 2, 'XU1.p15': 2, 'XU1.p16': 2, 'XU1.p17': 2, 'N009': 2, 'XU1.p18': 2, 'XU1.p19': 2, 'MP_02': 1, 'XU1.p20': 2, 'XU1.p21': 2, 'XU1.p22': 2, 'XU1.p23': 2, 'N010': 3, 'XU1.p24': 2, 'L3': 2, 'L3.1': 2, 'L3.2': 2, 'OUT3': 4, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'Rload3': 2, 'Rload3.1': 2, 'Rload3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2};5;0.024849543777907202;1;64;17;20;12.0;4.0;1.0;;;;;3.0
LTC3525-33_TA04_star.gpickle;24;28;{'XU1': 6, 'XU1.p1': 2, 'IN': 4, 'XU1.p2': 2, '0': 4, 'XU1.p3': 2, 'XU1.p4': 2, 'OUT': 3, 'XU1.p5': 2, 'MP_01': 1, 'XU1.p6': 2, 'N001': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};4;0.10144927536231885;1;14;5;4;1.0;1.0;1.0;;;;;1.0
LTC3525-33_TA05_DC879A-A_star.gpickle;30;36;{'XU1': 6, 'XU1.p1': 2, 'IN': 6, 'XU1.p2': 2, '0': 6, 'XU1.p3': 2, 'XU1.p4': 2, 'OUT': 3, 'XU1.p5': 2, 'MP_01': 1, 'XU1.p6': 2, 'N001': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2};4;0.08275862068965517;1;18;5;6;2.0;2.0;1.0;;;;;1.0
LTC3525-3_TA03_star.gpickle;27;32;{'L1': 2, 'L1.1': 2, 'IN': 5, 'L1.2': 2, 'N001': 2, 'C1': 2, 'C1.1': 2, 'OUT': 3, 'C1.2': 2, '0': 5, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'MP_01': 1, 'XU1.p6': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2};4;0.09116809116809117;1;16;5;5;1.0;2.0;1.0;;;;;1.0
LTC3525-5_TA06_DC879A-B_star.gpickle;30;36;{'L1': 2, 'L1.1': 2, 'IN': 6, 'L1.2': 2, 'N001': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, '0': 6, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'OUT': 3, 'XU1.p5': 2, 'MP_01': 1, 'XU1.p6': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2};4;0.08275862068965517;1;18;5;6;2.0;2.0;1.0;;;;;1.0
LTC3526-2_star.gpickle;36;44;{'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'IN': 5, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'N001': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2};4;0.06984126984126984;1;22;5;8;3.0;3.0;1.0;;;;;1.0
LTC3526B-2_star.gpickle;36;44;{'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'IN': 5, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'N001': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2};4;0.06984126984126984;1;22;5;8;3.0;3.0;1.0;;;;;1.0
LTC3526B_star.gpickle;36;44;{'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'IN': 5, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'N001': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2};4;0.06984126984126984;1;22;5;8;3.0;3.0;1.0;;;;;1.0
LTC3526LB_DC1053A-F_star.gpickle;36;44;{'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'IN': 5, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'N001': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU2': 6, 'XU2.p1': 2, 'XU2.p2': 2, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'XU2.p6': 2};4;0.06984126984126984;1;22;5;8;3.0;3.0;1.0;;;;;1.0
LTC3526L_DC1053A-E_star.gpickle;36;44;{'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'IN': 5, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU1': 6, 'XU1.p1': 2, 'N001': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2};4;0.06984126984126984;1;22;5;8;3.0;3.0;1.0;;;;;1.0
LTC3526_star.gpickle;36;44;{'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'IN': 5, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'N001': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'XU1': 6, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2};4;0.06984126984126984;1;22;5;8;3.0;3.0;1.0;;;;;1.0
LTC3527_DC1237A-A_star.gpickle;72;92;{'L1': 2, 'L1.1': 2, 'IN': 11, 'L1.2': 2, 'N002': 2, 'XU1': 16, 'XU1.p1': 2, 'XU1.p2': 2, 'N005': 4, 'XU1.p3': 2, '0': 11, 'XU1.p4': 2, 'XU1.p5': 2, 'OUT1': 5, 'XU1.p6': 2, 'N001': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'OUT2': 4, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'N006': 3, 'XU1.p12': 2, 'XU1.p13': 2, 'N004': 2, 'XU1.p14': 2, 'XU1.p15': 2, 'XU1.p16': 2, 'N003': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'L2': 2, 'L2.1': 2, 'L2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'Rload1': 2, 'Rload1.1': 2, 'Rload1.2': 2, 'Rload2': 2, 'Rload2.1': 2, 'Rload2.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2};5;0.03599374021909233;1;46;10;15;8.0;4.0;1.0;;;;;2.0
LTC3529_DC1226_star.gpickle;36;44;{'L1': 2, 'L1.1': 2, 'IN': 7, 'L1.2': 2, 'N001': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'Output': 3, 'C1.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'N003': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'D1': 2, 'D1.anode': 2, 'D1.cathode': 2, 'N002': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2};5;0.06984126984126984;1;22;6;7;2.0;2.0;1.0;;1.0;;;1.0
LTC3531_star.gpickle;37;44;{'XU1': 8, 'XU1.p1': 2, 'N001': 2, 'XU1.p2': 2, 'IN': 3, 'XU1.p3': 2, '0': 6, 'XU1.p4': 2, 'N003': 2, 'XU1.p5': 2, 'N004': 3, 'XU1.p6': 2, 'OUT': 4, 'XU1.p7': 2, 'N002': 2, 'XU1.p8': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2};5;0.06606606606606606;1;22;7;7;4.0;1.0;1.0;;;;;1.0
LTC3533_star.gpickle;75;92;{'L1': 2, 'L1.1': 2, 'N001': 2, 'L1.2': 2, 'N002': 2, 'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, '0': 11, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'N003': 3, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R2': 2, 'R2.1': 2, 'OUT': 6, 'R2.2': 2, 'N005': 6, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'XU1': 14, 'XU1.p1': 2, 'N006': 2, 'XU1.p2': 2, 'N004': 3, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_01': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'XU1.p13': 2, 'XU1.p14': 2, 'N007': 3, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C2': 2, 'C2.1': 2, 'N008': 2, 'C2.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2};5;0.033153153153153155;1;46;12;16;7.0;7.0;1.0;;;;;1.0
LTC3535_DC1483_star.gpickle;63;80;{'XU1': 12, 'XU1.p1': 2, 'Vout1': 5, 'XU1.p2': 2, 'N002': 2, 'XU1.p3': 2, '0': 10, 'XU1.p4': 2, 'Vout2': 5, 'XU1.p5': 2, 'N001': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'IN': 8, 'XU1.p8': 2, 'XU1.p9': 2, 'N004': 4, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'N003': 4, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'L2': 2, 'L2.1': 2, 'L2.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'Rload1': 2, 'Rload1.1': 2, 'Rload1.2': 2, 'Rload2': 2, 'Rload2.1': 2, 'Rload2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2};5;0.0409626216077829;1;40;8;14;6.0;5.0;1.0;;;;;2.0
LTC3536_DC1797_star.gpickle;57;70;{'XU1': 11, 'XU1.p1': 2, 'IN': 6, 'XU1.p2': 2, '0': 9, 'XU1.p3': 2, 'XU1.p4': 2, 'N001': 2, 'XU1.p5': 2, 'N002': 2, 'XU1.p6': 2, 'OUT': 5, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'N004': 5, 'XU1.p10': 2, 'N005': 2, 'XU1.p11': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'R3': 2, 'R3.1': 2, 'N003': 2, 'R3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'N006': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};5;0.043859649122807015;1;35;9;12;5.0;5.0;1.0;;;;;1.0
LTC3536_TA04_star.gpickle;54;66;{'XU1': 11, 'XU1.p1': 2, 'N004': 2, 'XU1.p2': 2, '0': 9, 'XU1.p3': 2, 'XU1.p4': 2, 'N001': 2, 'XU1.p5': 2, 'N002': 2, 'XU1.p6': 2, 'OUT': 5, 'XU1.p7': 2, 'IN': 4, 'XU1.p8': 2, 'XU1.p9': 2, 'N005': 5, 'XU1.p10': 2, 'N006': 2, 'XU1.p11': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'N003': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2};5;0.04612159329140461;1;33;9;11;4.0;5.0;1.0;;;;;1.0
LTC3536_V22N3F3_star.gpickle;80;94;{'D2': 2, 'D2.anode': 2, 'OUT': 5, 'D2.cathode': 2, 'N011': 3, 'XU1': 11, 'XU1.p1': 2, 'N008': 2, 'XU1.p2': 2, '0': 10, 'XU1.p3': 2, 'XU1.p4': 2, 'N001': 2, 'XU1.p5': 2, 'N002': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'IN': 4, 'XU1.p8': 2, 'N006': 2, 'XU1.p9': 2, 'N004': 6, 'XU1.p10': 2, 'N009': 3, 'XU1.p11': 2, 'D3': 2, 'D3.anode': 2, 'N003': 2, 'D3.cathode': 2, 'XU2': 2, 'XU2.p1': 2, 'XU2.p2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'N005': 2, 'R2': 2, 'R2.1': 2, 'N010': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'N007': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2};6;0.029746835443037974;2;47;14;17;6.0;7.0;1.0;;2.0;;;1.0
LTC3539_DC1260A_star.gpickle;35;44;{'L1': 2, 'L1.1': 2, 'IN': 5, 'L1.2': 2, 'N001': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, '0': 6, 'R1': 2, 'R1.1': 2, 'OUT': 5, 'R1.2': 2, 'N002': 4, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};4;0.07394957983193277;1;22;5;7;3.0;2.0;1.0;;;;;1.0
