filename;num_nodes;num_edges;node_degrees;average_shortest_path_length;density;num_nodes_subcircuit;num_nodes_pin;num_nodes_net;num_nodes_component;num_components_R;num_components_C;num_components_V;num_components_M;num_components_D;num_components_Q;num_components_I;num_components_L
LT3030_TA01A_DC1855A_star.gpickle;66;82;{'V1': 2, 'V1.pos': 2, 'IN': 8, 'V1.neg': 2, '0': 9, 'C1': 2, 'C1.1': 2, 'OUT1': 5, 'C1.2': 2, 'Rload1': 2, 'Rload1.1': 2, 'Rload1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'N001': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'N002': 3, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C3': 2, 'C3.1': 2, 'OUT2': 5, 'C3.2': 2, 'Rload2': 2, 'Rload2.1': 2, 'Rload2.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'N004': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'N006': 3, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'XU1': 13, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'N003': 2, 'XU1.p13': 2, 'N005': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2};5;0.03822843822843823;1;41;10;14;8.0;5.0;1.0;;;;;
LT3032_star.gpickle;69;84;{'XU1': 14, 'XU1.p1': 2, 'OUTP': 5, 'XU1.p2': 2, 'N002': 3, 'XU1.p3': 2, 'N001': 2, 'XU1.p4': 2, '0': 11, 'XU1.p5': 2, 'MP_01': 1, 'XU1.p6': 2, 'INN': 4, 'XU1.p7': 2, 'OUTN': 5, 'XU1.p8': 2, 'N003': 3, 'XU1.p9': 2, 'MP_02': 1, 'XU1.p10': 2, 'XU1.p11': 2, 'N004': 2, 'XU1.p12': 2, 'INP': 4, 'XU1.p13': 2, 'MP_03': 1, 'XU1.p14': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'V2': 2, 'V2.pos': 2, 'V2.neg': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'RloadP': 2, 'RloadP.1': 2, 'RloadP.2': 2, 'RloadN': 2, 'RloadN.1': 2, 'RloadN.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2};5;0.03580562659846547;1;42;12;14;6.0;6.0;2.0;;;;;
LT3042_DC2246A_star.gpickle;46;56;{'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, '0': 8, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'N001': 2, 'R2': 2, 'R2.1': 2, 'OUT': 5, 'R2.2': 2, 'N004': 3, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'N003': 2, 'R4.2': 2, 'C1': 2, 'C1.1': 2, 'N002': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 10, 'XU1.p1': 2, 'XU1.p2': 2, 'MP_01': 1, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};4;0.05410628019323672;1;28;8;9;5.0;3.0;1.0;;;;;
LT3045_DC2491A_star.gpickle;46;56;{'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, '0': 8, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'N001': 2, 'R2': 2, 'R2.1': 2, 'OUT': 5, 'R2.2': 2, 'N004': 3, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'N003': 2, 'R4.2': 2, 'C1': 2, 'C1.1': 2, 'N002': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 10, 'XU1.p1': 2, 'XU1.p2': 2, 'MP_01': 1, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};4;0.05410628019323672;1;28;8;9;5.0;3.0;1.0;;;;;
LT3048-15_DC2120A_TA01A_star.gpickle;36;44;{'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, '0': 6, 'L1': 2, 'L1.1': 2, 'L1.2': 2, 'N002': 2, 'C1': 2, 'C1.1': 2, 'N001': 3, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'OUT': 4, 'C2.2': 2, 'N003': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU2': 8, 'XU2.p1': 2, 'XU2.p2': 2, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'XU2.p6': 2, 'XU2.p7': 2, 'XU2.p8': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2};4;0.06984126984126984;1;22;6;7;1.0;4.0;1.0;;;;;1.0
LT3050-5_TA01_star.gpickle;63;76;{'C1': 2, 'C1.1': 2, 'N005': 2, 'C1.2': 2, '0': 12, 'R1': 2, 'R1.1': 2, 'N003': 3, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'N002': 2, 'R3': 2, 'R3.1': 2, 'N004': 3, 'R3.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'R4': 2, 'R4.1': 2, 'N006': 3, 'R4.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'OUT': 4, 'C5.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 12, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_01': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'MP_02': 1, 'XU1.p9': 2, 'N001': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2};5;0.03891449052739376;1;38;11;13;5.0;7.0;1.0;;;;;
LT3050_DC1515A_star.gpickle;66;80;{'XU1': 12, 'XU1.p1': 2, 'N005': 2, 'XU1.p2': 2, 'N006': 3, 'XU1.p3': 2, 'N002': 2, 'XU1.p4': 2, 'IN': 5, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_01': 1, 'XU1.p7': 2, 'OUT': 4, 'XU1.p8': 2, 'MP_02': 1, 'XU1.p9': 2, 'N001': 3, 'XU1.p10': 2, '0': 13, 'XU1.p11': 2, 'N004': 3, 'XU1.p12': 2, 'N003': 3, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2};5;0.037296037296037296;1;40;11;14;7.0;6.0;1.0;;;;;
LT3055_TA01A_DC1865A_star.gpickle;81;98;{'C1': 2, 'C1.1': 2, 'N003': 2, 'C1.2': 2, '0': 13, 'R1': 2, 'R1.1': 2, 'N005': 3, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'V1': 2, 'V1.pos': 2, 'IN': 7, 'V1.neg': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'N002': 2, 'R3': 2, 'R3.1': 2, 'N007': 3, 'R3.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'R4': 2, 'R4.1': 2, 'N009': 3, 'R4.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'R5': 2, 'R5.1': 2, 'OUT': 5, 'R5.2': 2, 'N001': 4, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'XU1': 15, 'XU1.p1': 2, 'XU1.p2': 2, 'MP_01': 1, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'N004': 2, 'XU1.p6': 2, 'N006': 2, 'XU1.p7': 2, 'N008': 1, 'XU1.p8': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'XU1.p13': 2, 'MP_02': 1, 'XU1.p14': 2, 'XU1.p15': 2, 'R7': 2, 'R7.1': 2, 'R7.2': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2};5;0.030246913580246913;1;49;14;17;9.0;7.0;1.0;;;;;
LT3060_DC1209_star.gpickle;40;48;{'V1': 2, 'V1.pos': 2, 'IN': 4, 'V1.neg': 2, '0': 7, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'N001': 4, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'OUT': 5, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 8, 'XU1.p1': 2, 'P001': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'MP_01': 1, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_02': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2};4;0.06153846153846154;1;24;7;8;3.0;4.0;1.0;;;;;
LT3061_DC2177A-A_TA01_star.gpickle;37;44;{'V1': 2, 'V1.pos': 2, 'IN': 4, 'V1.neg': 2, '0': 7, 'C1': 2, 'C1.1': 2, 'N002': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'OUT': 4, 'R1.2': 2, 'N001': 3, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'MP_01': 1, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_02': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};4;0.06606606606606606;1;22;7;7;3.0;3.0;1.0;;;;;
LT3062_DC2177A-B_TA01_star.gpickle;37;44;{'V1': 2, 'V1.pos': 2, 'IN': 4, 'V1.neg': 2, '0': 7, 'C1': 2, 'C1.1': 2, 'N002': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'OUT': 4, 'R1.2': 2, 'N001': 3, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'XU1': 8, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'MP_01': 1, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_02': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};4;0.06606606606606606;1;22;7;7;3.0;3.0;1.0;;;;;
LT3063_DC2177A_TA01_star.gpickle;34;40;{'XU1': 8, 'XU1.p1': 2, 'N002': 2, 'XU1.p2': 2, 'N001': 3, 'XU1.p3': 2, 'OUT': 4, 'XU1.p4': 2, 'MP_01': 1, 'XU1.p5': 2, 'IN': 3, 'XU1.p6': 2, 'MP_02': 1, 'XU1.p7': 2, 'XU1.p8': 2, '0': 6, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};4;0.07130124777183601;1;20;7;6;3.0;2.0;1.0;;;;;
LT3065_DC2072A_star.gpickle;54;66;{'V1': 2, 'V1.pos': 2, 'IN': 4, 'V1.neg': 2, '0': 10, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'R1': 2, 'R1.1': 2, 'N001': 4, 'R1.2': 2, 'R2': 2, 'R2.1': 2, 'OUT': 7, 'R2.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'C3': 2, 'C3.1': 2, 'N003': 3, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'XU1': 9, 'XU1.p1': 2, 'XU1.p2': 2, 'MP_01': 1, 'XU1.p3': 2, 'XU1.p4': 2, 'N002': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'N004': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'XU1.p9': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2};5;0.04612159329140461;1;33;8;12;5.0;6.0;1.0;;;;;
LT3066_DC2437A_TA01_star.gpickle;62;74;{'C1': 2, 'C1.1': 2, 'N005': 2, 'C1.2': 2, '0': 10, 'V1': 2, 'V1.pos': 2, 'IN': 5, 'V1.neg': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'N003': 2, 'R2': 2, 'R2.1': 2, 'OUT': 5, 'R2.2': 2, 'N002': 4, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C2': 2, 'C2.1': 2, 'N004': 3, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'XU1': 13, 'XU1.p1': 2, 'N001': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'MP_01': 1, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'XU1.p8': 2, 'MP_02': 1, 'XU1.p9': 2, 'XU1.p10': 2, 'MP_03': 1, 'XU1.p11': 2, 'XU1.p12': 2, 'MP_04': 1, 'XU1.p13': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};5;0.03913273400317292;1;37;12;12;5.0;6.0;1.0;;;;;
LT3070_star.gpickle;51;64;{'XU1': 14, 'XU1.p1': 2, '0': 11, 'XU1.p2': 2, 'N001': 5, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'N006': 2, 'XU1.p7': 2, 'N004': 1, 'XU1.p8': 2, 'N003': 1, 'XU1.p9': 2, 'IN': 2, 'XU1.p10': 2, 'OUT': 6, 'XU1.p11': 2, 'XU1.p12': 2, 'XU1.p13': 2, 'N005': 2, 'XU1.p14': 2, 'N002': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'V2': 2, 'V2.pos': 2, 'V2.neg': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};4;0.05019607843137255;1;32;9;9;2.0;5.0;2.0;;;;;
LT3071_TA01A_DC1434A_star.gpickle;60;76;{'C1': 2, 'C1.1': 2, '0': 14, 'C1.2': 2, 'N006': 2, 'V1': 2, 'V1.pos': 2, 'N001': 6, 'V1.neg': 2, 'V2': 2, 'V2.pos': 2, 'IN': 3, 'V2.neg': 2, 'Rload': 2, 'Rload.1': 2, 'OUT': 6, 'Rload.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'N005': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'N002': 2, 'XU1': 14, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU1.p6': 2, 'XU1.p7': 2, 'N004': 1, 'XU1.p8': 2, 'N003': 2, 'XU1.p9': 2, 'XU1.p10': 2, 'XU1.p11': 2, 'XU1.p12': 2, 'XU1.p13': 2, 'XU1.p14': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2};4;0.04293785310734463;1;38;9;12;3.0;7.0;2.0;;;;;
LT3080-1_F04_star.gpickle;43;54;{'C1': 2, 'C1.1': 2, 'IN': 8, 'C1.2': 2, '0': 6, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'R1': 2, 'R1.1': 2, 'N001': 5, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'OUT': 5, 'C2.2': 2, 'XU1': 5, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU2': 5, 'XU2.p1': 2, 'MP_02': 1, 'XU2.p2': 2, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'XU3': 5, 'XU3.p1': 2, 'MP_03': 1, 'XU3.p2': 2, 'XU3.p3': 2, 'XU3.p4': 2, 'XU3.p5': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};4;0.059800664451827246;3;27;7;6;2.0;3.0;1.0;;;;;
LT3080-1_star.gpickle;33;40;{'R1': 2, 'R1.1': 2, 'N001': 3, 'R1.2': 2, '0': 5, 'C1': 2, 'C1.1': 2, 'OUT': 4, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'IN': 6, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'XU1': 5, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'XU1.p5': 2, 'XU2': 5, 'XU2.p1': 2, 'MP_02': 1, 'XU2.p2': 2, 'XU2.p3': 2, 'XU2.p4': 2, 'XU2.p5': 2};4;0.07575757575757576;2;20;6;5;2.0;2.0;1.0;;;;;
LT3080_F04_star.gpickle;55;66;{'XU1': 5, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'N002': 5, 'XU1.p3': 2, 'N001': 2, 'XU1.p4': 2, 'IN': 8, 'XU1.p5': 2, 'C1': 2, 'C1.1': 2, 'C1.2': 2, '0': 6, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'XU2': 5, 'XU2.p1': 2, 'MP_02': 1, 'XU2.p2': 2, 'XU2.p3': 2, 'N003': 2, 'XU2.p4': 2, 'XU2.p5': 2, 'XU3': 5, 'XU3.p1': 2, 'MP_03': 1, 'XU3.p2': 2, 'XU3.p3': 2, 'N004': 2, 'XU3.p4': 2, 'XU3.p5': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, 'C2': 2, 'C2.1': 2, 'OUT': 5, 'C2.2': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'R4': 2, 'R4.1': 2, 'R4.2': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};6;0.044444444444444446;3;33;10;9;5.0;3.0;1.0;;;;;
LT3080_star.gpickle;26;30;{'XU1': 5, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'N001': 2, 'XU1.p3': 2, 'OUT': 3, 'XU1.p4': 2, 'IN': 4, 'XU1.p5': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, '0': 5, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2};4;0.09230769230769231;1;15;5;5;2.0;2.0;1.0;;;;;
LT3080_TA01_star.gpickle;29;34;{'XU1': 5, 'XU1.p1': 2, 'MP_01': 1, 'XU1.p2': 2, 'N001': 3, 'XU1.p3': 2, 'OUT': 3, 'XU1.p4': 2, 'IN': 4, 'XU1.p5': 2, 'R1': 2, 'R1.1': 2, 'R1.2': 2, '0': 6, 'C1': 2, 'C1.1': 2, 'C1.2': 2, 'C2': 2, 'C2.1': 2, 'C2.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2, 'V1': 2, 'V1.pos': 2, 'V1.neg': 2, 'C3': 2, 'C3.1': 2, 'C3.2': 2};4;0.08374384236453201;1;17;5;6;2.0;3.0;1.0;;;;;
LT3081_LT8612_LTC3632_LT3092_DC2132A_1_star.gpickle;229;278;{'R1': 2, 'R1.1': 2, 'N014': 2, 'R1.2': 2, '0': 30, 'C1': 2, 'C1.1': 2, 'N012': 2, 'C1.2': 2, 'V1': 2, 'V1.pos': 2, 'IN': 7, 'V1.neg': 2, 'C2': 2, 'C2.1': 2, 'N003': 3, 'C2.2': 2, 'L1': 2, 'L1.1': 2, 'N013': 3, 'L1.2': 2, 'N007': 9, 'C3': 2, 'C3.1': 2, 'N008': 2, 'C3.2': 2, 'C4': 2, 'C4.1': 2, 'C4.2': 2, 'C5': 2, 'C5.1': 2, 'C5.2': 2, 'N015': 4, 'XU1': 17, 'XU1.p1': 2, 'XU1.p2': 2, 'XU1.p3': 2, 'XU1.p4': 2, 'N002': 3, 'XU1.p5': 2, 'XU1.p6': 2, 'MP_01': 1, 'XU1.p7': 2, 'XU1.p8': 2, 'MP_02': 1, 'XU1.p9': 2, 'XU1.p10': 2, 'MP_03': 1, 'XU1.p11': 2, 'MP_04': 1, 'XU1.p12': 2, 'XU1.p13': 2, 'XU1.p14': 2, 'XU1.p15': 2, 'NC_05': 1, 'XU1.p16': 2, 'XU1.p17': 2, 'R2': 2, 'R2.1': 2, 'R2.2': 2, 'R3': 2, 'R3.1': 2, 'R3.2': 2, 'C6': 2, 'C6.1': 2, 'C6.2': 2, 'C7': 2, 'C7.1': 2, 'C7.2': 2, 'R4': 2, 'R4.1': 2, 'N016': 2, 'R4.2': 2, 'XU2': 6, 'XU2.p1': 2, 'N019': 3, 'XU2.p2': 2, 'N020': 8, 'XU2.p3': 2, 'N018': 4, 'XU2.p4': 2, 'N017': 5, 'XU2.p5': 2, 'XU2.p6': 2, 'R5': 2, 'R5.1': 2, 'R5.2': 2, 'R6': 2, 'R6.1': 2, 'R6.2': 2, 'R7': 2, 'R7.1': 2, 'N023': 2, 'R7.2': 2, 'XU3': 6, 'XU3.p1': 2, 'XU3.p2': 2, 'XU3.p3': 2, 'XU3.p4': 2, 'N024': 4, 'XU3.p5': 2, 'XU3.p6': 2, 'R8': 2, 'R8.1': 2, 'R8.2': 2, 'R9': 2, 'R9.1': 2, 'R9.2': 2, 'C8': 2, 'C8.1': 2, 'C8.2': 2, 'C9': 2, 'C9.1': 2, 'OUT': 7, 'C9.2': 2, 'D1': 2, 'D1.anode': 2, 'D1.cathode': 2, 'C10': 2, 'C10.1': 2, 'C10.2': 2, 'R10': 2, 'R10.1': 2, 'R10.2': 2, 'R11': 2, 'R11.1': 2, 'R11.2': 2, 'R12': 2, 'R12.1': 2, 'R12.2': 2, 'N022': 3, 'R13': 2, 'R13.1': 2, 'R13.2': 2, 'N021': 2, 'R14': 2, 'R14.1': 2, 'R14.2': 2, 'Q1': 3, 'Q1.collector': 2, 'Q1.base': 2, 'Q1.emitter': 2, 'R15': 2, 'R15.1': 2, 'R15.2': 2, 'C11': 2, 'C11.1': 2, 'C11.2': 2, 'L2': 2, 'L2.1': 2, 'N001': 2, 'L2.2': 2, 'R16': 2, 'R16.1': 2, 'R16.2': 2, 'N005': 3, 'R17': 2, 'R17.1': 2, 'R17.2': 2, 'N009': 6, 'C12': 2, 'C12.1': 2, 'C12.2': 2, 'XU4': 8, 'XU4.p1': 2, 'XU4.p2': 2, 'XU4.p3': 2, 'N010': 2, 'XU4.p4': 2, 'NC_06': 1, 'XU4.p5': 2, 'N004': 3, 'XU4.p6': 2, 'XU4.p7': 2, 'NC_07': 1, 'XU4.p8': 2, 'Q2': 3, 'Q2.collector': 2, 'Q2.base': 2, 'N006': 2, 'Q2.emitter': 2, 'R18': 2, 'R18.1': 2, 'R18.2': 2, 'R19': 2, 'R19.1': 2, 'R19.2': 2, 'R20': 2, 'R20.1': 2, 'R20.2': 2, 'R21': 2, 'R21.1': 2, 'N011': 2, 'R21.2': 2, 'Q3': 3, 'Q3.collector': 2, 'Q3.base': 2, 'Q3.emitter': 2, 'R22': 2, 'R22.1': 2, 'R22.2': 2, 'R23': 2, 'R23.1': 2, 'R23.2': 2, 'XU5': 5, 'XU5.p1': 2, 'MP_08': 1, 'XU5.p2': 2, 'N026': 3, 'XU5.p3': 2, 'N025': 2, 'XU5.p4': 2, 'MP_09': 1, 'XU5.p5': 2, 'C13': 2, 'C13.1': 2, 'C13.2': 2, 'R24': 2, 'R24.1': 2, 'R24.2': 2, 'R25': 2, 'R25.1': 2, 'R25.2': 2, 'R26': 2, 'R26.1': 2, 'R26.2': 2, 'Rload': 2, 'Rload.1': 2, 'Rload.2': 2};7;0.010648892974795066;5;139;38;47;27.0;13.0;1.0;;1.0;3.0;;2.0
